split,fold,model,route,dataset_version,run_id,n,n_total,missing_y,missing_pred,mae,rmse,smape,wape,bias_mean
validation,26,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,325,383,45,36,47.98153846153846,61.20799344479822,46.56990555320347,41.36010397050632,8.393846153846154
validation,26,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,328,396,52,42,56.926829268292686,75.95208695088715,47.37229429755156,42.31327048585932,9.865853658536585
validation,26,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,323,383,45,33,40.027863777089784,53.90833292852903,36.33073575124384,33.44370004397423,4.046439628482972
validation,26,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,326,396,52,39,46.25153374233129,60.702078475850755,36.19600157354273,33.44275384820122,8.552147239263803
validation,27,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,356,386,30,0,30.921485192810053,39.36371951269166,29.490779159027568,27.43438935486699,20.997169832524634
validation,27,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,349,398,49,0,34.5826185776096,46.07424422102066,28.382379743690112,25.181168127656477,14.964876054581671
validation,27,naive,1,freeze_20260610_192142,baselines_full_20260718,340,386,30,31,42.44705882352941,54.80360657947292,40.29672266232724,37.47111514994158,2.3588235294117648
validation,27,naive,3,freeze_20260610_192142,baselines_full_20260718,320,398,49,51,57.740625,77.42304647196467,42.4252710136254,40.00736185692014,0.084375
validation,27,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,323,386,30,45,53.195046439628484,67.15035575957711,54.99291151243128,46.890265535027154,-2.4272445820433437
validation,27,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,308,398,49,62,63.52272727272727,83.97079346918282,56.25910019689033,45.65608008774181,-4.587662337662338
validation,27,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,332,386,30,40,39.37951807228916,51.03713507463468,38.18454416041925,34.161636748451826,-0.7289156626506024
validation,27,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,320,398,49,51,47.4125,63.37315086059711,39.04839610346625,33.74029844107901,-3.33125
validation,28,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,341,383,42,0,30.10184124294018,38.7446291729582,28.95206828576271,27.113761592906656,16.610655316735567
validation,28,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,352,396,44,0,30.427350959990132,40.90528741533742,26.84327530251156,23.62976556042123,12.142487139791028
validation,28,naive,1,freeze_20260610_192142,baselines_full_20260718,312,383,42,41,44.1474358974359,58.24649213604066,40.57616282437336,38.58803754027175,1.955128205128205
validation,28,naive,3,freeze_20260610_192142,baselines_full_20260718,323,396,44,44,50.98142414860681,65.90914564668671,42.57839116607885,37.689684374356275,-0.5789473684210527
validation,28,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,314,383,42,43,52.26433121019108,68.32148154690684,51.546015739897896,46.6831655003698,2.1369426751592355
validation,28,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,328,396,44,44,58.82012195121951,79.44385576941866,52.99738456799978,45.84511560487608,2.472560975609756
validation,28,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,319,383,42,43,43.275862068965516,58.19847674917931,43.96050825627009,37.896672888986494,-3.7460815047021945
validation,28,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,320,396,44,53,52.171875,73.9051545901908,45.99681678453519,38.42878188012154,-5.284375
validation,29,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,331,383,52,0,27.83871665311978,35.98152034040479,26.61739918367909,24.847283840319932,18.15276405176933
validation,29,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,343,396,53,0,33.382219982178626,43.487678356773195,27.994561277658164,26.13939698175342,16.60799124917744
validation,29,naive,1,freeze_20260610_192142,baselines_full_20260718,300,383,52,53,40.63,51.674268258002456,37.62962356967841,35.172413793103445,2.73
validation,29,naive,3,freeze_20260610_192142,baselines_full_20260718,311,396,53,52,52.636655948553056,70.00886484979077,40.7072242592044,38.77401170089296,-0.5209003215434084
validation,29,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,296,383,52,54,48.395270270270274,63.73570321934846,47.30448585791179,42.63519747611536,3.1655405405405403
validation,29,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,313,396,53,54,58.46964856230032,77.26356286740119,52.32062571570925,45.64409527372491,3.313099041533546
validation,29,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,307,383,52,49,43.43648208469055,56.09522499376375,42.74148297120021,38.04564907275321,2.042345276872964
validation,29,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,323,396,53,47,52.12383900928793,71.26973139421177,45.474294244865895,39.7844888699844,2.3529411764705883
validation,3,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,352,386,34,0,29.531159048901362,38.859786633998546,21.746205346684125,19.927474858548578,1.9340615129203962
validation,3,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,365,398,33,0,31.309517095559887,40.184118733086535,23.19606142116744,19.893073162879453,1.5214086637072355
validation,3,naive,1,freeze_20260610_192142,baselines_full_20260718,332,386,34,35,51.71987951807229,66.56234055922982,35.99911292990367,34.77177919079827,5.1656626506024095
validation,3,naive,3,freeze_20260610_192142,baselines_full_20260718,345,398,33,34,61.028985507246375,77.83149766634011,41.440920407989736,37.351428064573355,0.28695652173913044
validation,3,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,323,386,34,43,63.795665634674926,83.86577068303886,50.94281543835927,43.181961063727236,-4.204334365325077
validation,3,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,338,398,33,41,74.02366863905326,96.769047327697,56.09596109516664,46.33333333333333,-7.7514792899408285
validation,3,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,339,386,34,32,47.91740412979351,64.13104209719327,34.97994221627636,31.941167217240835,-2.094395280235988
validation,3,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,343,398,33,35,49.07871720116618,69.79039839730684,34.91630026877399,29.947874971091064,-3.63265306122449
validation,30,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,331,383,52,0,31.99638003675516,42.59425723425404,28.394394234741483,27.575904265390715,13.496668824726328
validation,30,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,334,396,62,0,35.01217051508804,46.26595535072279,28.978824597849524,26.678678055436322,15.206805664841362
validation,30,naive,1,freeze_20260610_192142,baselines_full_20260718,299,383,52,55,50.220735785953174,65.52530211598649,42.59552621870676,41.75170304462672,2.2073578595317724
validation,30,naive,3,freeze_20260610_192142,baselines_full_20260718,306,396,62,62,59.19281045751634,76.93616316540863,44.5729451717593,42.80110588624495,-1.1405228758169934
validation,30,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,311,383,52,42,50.340836012861736,62.696430869148394,45.59543507922712,42.78998578768996,5.440514469453376
validation,30,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,315,396,62,49,49.60634920634921,64.58674491757283,42.01360774872588,38.274628912947634,10.596825396825396
validation,30,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,309,383,52,49,46.24271844660194,61.003819711699,40.09757840581084,38.348407181771826,1.1812297734627832
validation,30,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,311,396,62,55,43.79742765273312,58.50635494655117,35.52698738625497,32.109096909549514,7.180064308681672
validation,31,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,343,386,43,0,33.95512558296393,42.92800292381791,29.108881602798466,28.087126983448197,14.480842126249202
validation,31,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,349,398,49,0,36.54830967096344,47.02233357889077,28.709663108182724,27.24689211596155,17.234491422058234
validation,31,naive,1,freeze_20260610_192142,baselines_full_20260718,321,386,43,44,48.00311526479751,60.44505241432682,40.84276588067291,38.84001714012049,1.249221183800623
validation,31,naive,3,freeze_20260610_192142,baselines_full_20260718,321,398,49,49,58.66355140186916,75.68279021813673,43.91526078894749,41.85131681297922,0.4205607476635514
validation,31,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,297,386,43,60,53.9057239057239,68.84985860771995,48.418776221316314,45.0351617440225,0.3569023569023569
validation,31,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,297,398,49,68,59.24242424242424,77.45760217486813,49.88980227741712,44.932199494369115,0.47474747474747475
validation,31,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,316,386,43,55,42.37341772151899,55.04670054150684,38.17036207971418,34.38800143818378,-2.5569620253164556
validation,31,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,322,398,49,62,45.34472049689441,60.91779921229562,37.82462711194246,33.376002925914925,-3.6739130434782608
validation,32,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,301,382,81,0,44.42028239481795,56.680779919345554,43.989802124541754,47.89205888974928,34.129884465300385
validation,32,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,304,392,88,0,48.043960113272135,62.58055446456205,42.705844239854315,45.00327809957086,36.47011574115901
validation,32,naive,1,freeze_20260610_192142,baselines_full_20260718,271,382,81,81,39.5239852398524,52.06506715363169,41.69247797005702,40.74637653593031,1.3247232472324724
validation,32,naive,3,freeze_20260610_192142,baselines_full_20260718,270,392,88,89,49.907407407407405,65.96517038334476,45.407600237521805,43.54359206359465,-1.1814814814814816
validation,32,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,235,382,81,86,55.45106382978724,68.75819486942721,62.77784953488232,61.06659168658325,11.331914893617022
validation,32,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,238,392,88,89,60.10084033613445,76.17483207737847,62.19516503885403,57.41350244842257,7.2521008403361344
validation,32,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,288,382,81,49,45.614583333333336,58.87955573315184,46.34693569186071,48.18795392854523,21.947916666666668
validation,32,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,291,392,88,56,51.7147766323024,67.36745928448494,46.31805135623511,47.44175782604584,21.419243986254294
validation,33,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,331,383,52,0,36.684350702210715,46.53656268863273,34.91016462930329,37.48038424061409,30.875210887023563
validation,33,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,336,396,60,0,38.55266146711323,50.81311573262727,33.07135339045103,33.60580670614343,30.20685131613467
validation,33,naive,1,freeze_20260610_192142,baselines_full_20260718,306,383,52,54,39.74183006535948,50.31420880668936,41.52851233440182,39.49274185691553,1.238562091503268
validation,33,naive,3,freeze_20260610_192142,baselines_full_20260718,314,396,60,60,49.146496815286625,66.21423442708019,42.6053575674883,41.06221063274972,-0.27388535031847133
validation,33,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,298,383,52,55,42.23154362416108,54.28779263821841,46.28419122800223,43.4100238004898,4.077181208053691
validation,33,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,306,396,60,62,47.75816993464052,63.924434556226885,46.45152034481427,42.03411280812264,2.045751633986928
validation,33,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,275,383,52,87,38.21090909090909,50.282836399348405,44.35575734456032,38.88107748094428,-10.8
validation,33,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,282,396,60,94,46.773049645390074,60.40278515019576,47.816957805375324,40.19135840087757,-14.787234042553191
validation,34,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,341,386,45,0,35.37111693036577,44.93630227442917,33.08169141713574,33.521068515520895,28.725287471261105
validation,34,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,338,398,60,0,37.24288219727088,49.551104761239685,29.310370488029434,28.959451050606326,25.636648647256834
validation,34,naive,1,freeze_20260610_192142,baselines_full_20260718,316,386,45,47,43.90506329113924,54.14058119050413,41.44457139828158,40.17373678876502,0.810126582278481
validation,34,naive,3,freeze_20260610_192142,baselines_full_20260718,315,398,60,61,56.33015873015873,75.91996621338335,42.64959312360589,41.75353554368544,0.13333333333333333
validation,34,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,307,386,45,47,48.10749185667753,61.01510999915077,48.780763530216014,45.635447888020266,4.198697068403908
validation,34,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,296,398,60,64,47.263513513513516,61.44306307468728,41.32733790831586,37.255998508694844,5.425675675675675
validation,34,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,326,386,45,43,34.58282208588957,43.35351897322711,34.09747000175906,31.856456626165585,-0.5337423312883436
validation,34,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,325,398,60,54,37.46769230769231,48.964319819483,31.513141289463537,28.26864147088866,-3.0553846153846154
validation,35,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,337,386,49,0,34.59050830933182,43.21710727880105,30.882034586879875,31.17262013703656,23.49981483246718
validation,35,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,350,398,48,0,37.42531454827993,49.8951585721573,29.991982126266787,29.512572305105383,22.475827794106394
validation,35,naive,1,freeze_20260610_192142,baselines_full_20260718,312,386,49,49,43.782051282051285,57.41554555862786,39.14983385643477,38.25151913976086,1.0897435897435896
validation,35,naive,3,freeze_20260610_192142,baselines_full_20260718,322,398,48,48,57.62732919254658,76.59188449298226,43.896870830069716,42.99849380141351,-0.7204968944099379
validation,35,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,305,386,49,49,50.02950819672131,63.74485514437262,48.681492541007785,45.025081144880495,3.281967213114754
validation,35,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,318,398,48,49,55.905660377358494,71.78343566046506,49.021610225259444,44.427229108356656,4.911949685534591
validation,35,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,323,386,49,46,36.10835913312693,48.40902226375273,32.579525741452755,31.689490272796434,-0.56656346749226
validation,35,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,332,398,48,53,44.984939759036145,59.319103365580176,36.09525077391027,34.24516188205081,2.2259036144578315
validation,36,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,340,386,46,0,32.386788396674454,41.45921553411227,30.371115974132913,29.84795634519493,24.680861480953347
validation,36,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,344,398,54,0,36.0735597386249,46.64631536798075,30.820388735948345,28.349868751912098,23.476041325325422
validation,36,naive,1,freeze_20260610_192142,baselines_full_20260718,315,386,46,49,41.387301587301586,53.5062969146979,39.41920964043922,37.29439025087965,2.4158730158730157
validation,36,naive,3,freeze_20260610_192142,baselines_full_20260718,319,398,54,54,53.21943573667711,66.75654077824223,43.003563220037364,39.92239858906525,0.6175548589341693
validation,36,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,304,386,46,48,42.55263157894737,54.50344025839103,44.10772920468922,39.06622776553015,4.2105263157894735
validation,36,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,312,398,54,55,51.56730769230769,64.65596825328062,49.620360848350686,40.953520338033904,4.0673076923076925
validation,36,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,325,386,46,47,37.652307692307694,49.543609383746265,35.62551718238443,33.60520678859779,0.5815384615384616
validation,36,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,331,398,54,52,38.93051359516616,51.04639202698669,33.60039508785268,29.913180741910022,-0.7371601208459214
validation,37,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,336,386,50,0,31.539305652942826,40.90767712618849,29.831809041436458,28.92566519103829,24.181828299643016
validation,37,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,338,398,60,0,36.469668889100845,47.008640740477674,30.208069230523783,27.98417236376782,21.026449814358536
validation,37,naive,1,freeze_20260610_192142,baselines_full_20260718,309,386,50,52,41.62135922330097,52.95662877057354,39.256074983653534,37.09547158927026,1.8414239482200647
validation,37,naive,3,freeze_20260610_192142,baselines_full_20260718,313,398,60,60,56.53035143769968,75.40446847378938,43.72957345351383,41.88821287374825,1.5143769968051117
validation,37,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,299,386,50,53,46.25418060200669,58.244669039937946,46.913794741644864,42.085083074675914,3.612040133779264
validation,37,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,296,398,60,63,56.138513513513516,70.97461003957874,49.46085751847792,43.02915738774665,6.091216216216216
validation,37,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,314,386,50,52,35.50955414012739,45.445634911221966,34.418546870617604,31.16701607267645,-0.16560509554140126
validation,37,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,322,398,60,59,44.33229813664596,56.00119231206306,38.38697485019751,32.97604472267782,-0.6739130434782609
validation,38,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,331,383,52,0,33.0732653736731,43.024650925643385,33.8960753283103,32.80173440008928,24.925815214838508
validation,38,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,334,396,62,0,35.3216426359003,46.24855331146732,32.11452360039267,29.786221224507536,23.418882552886366
validation,38,naive,1,freeze_20260610_192142,baselines_full_20260718,304,383,52,49,41.61513157894737,54.16091399951775,42.1661811231221,39.71059074643731,0.8717105263157895
validation,38,naive,3,freeze_20260610_192142,baselines_full_20260718,308,396,62,62,48.77597402597402,66.05303359235855,42.65534685632099,39.080669077287276,-0.08766233766233766
validation,38,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,302,383,52,56,46.04635761589404,59.2304400887971,50.69796587597871,45.642826664916136,4.4635761589403975
validation,38,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,305,396,62,62,53.278688524590166,69.33056951195813,52.827362252212616,45.468535773244916,4.150819672131147
validation,38,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,312,383,52,50,41.11217948717949,54.79440009755817,44.74737191171509,40.178543461237275,-0.44551282051282054
validation,38,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,312,396,62,61,48.75,63.572893756009094,46.47735928115645,40.5038346825735,2.326923076923077
validation,4,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,352,387,35,0,28.606411918797434,38.3441479905571,21.015746408843942,19.28423662367224,2.0540713195588562
validation,4,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,354,398,44,0,32.56271577865426,44.74923624751203,23.164237613518768,20.43431491312618,3.740165079206138
validation,4,naive,1,freeze_20260610_192142,baselines_full_20260718,328,387,35,36,46.332317073170735,61.723839131029195,31.483641829860986,30.813057583130576,4.9176829268292686
validation,4,naive,3,freeze_20260610_192142,baselines_full_20260718,330,398,44,44,59.196969696969695,76.00444564350008,38.64990754684058,35.54015209402176,-0.1606060606060606
validation,4,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,326,387,35,37,58.263803680981596,73.97694882228663,44.520078047637966,39.159656935510476,3.576687116564417
validation,4,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,328,398,44,44,65.85365853658537,88.07525191562043,48.16976700494417,40.76394655393674,0.7378048780487805
validation,4,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,337,387,35,35,40.70326409495549,52.71115513220062,28.768209553849143,26.606536708369706,-1.3620178041543027
validation,4,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,339,398,44,38,44.58997050147492,58.80772128382352,30.73316053617693,27.09543270954327,-2.5309734513274336
validation,5,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,361,386,25,0,30.10645555347921,38.63895269728691,22.777985663779234,20.925374872073,3.1317484070651402
validation,5,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,363,398,35,0,31.28339444878312,40.50319561094578,22.98893030112798,19.696931963485458,0.04661138370403486
validation,5,naive,1,freeze_20260610_192142,baselines_full_20260718,341,386,25,30,44.6891495601173,57.915577146794746,32.52659676843665,30.68852326962966,2.906158357771261
validation,5,naive,3,freeze_20260610_192142,baselines_full_20260718,344,398,35,36,55.83139534883721,71.90683571994956,37.14532527554148,34.15553698138038,0.5813953488372093
validation,5,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,336,386,25,29,51.5625,68.2136219115047,40.30561606203415,35.66135605779919,1.1041666666666667
validation,5,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,341,398,35,38,65.34017595307918,85.14419372065353,48.46430043659253,40.762897914379806,1.3401759530791788
validation,5,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,345,386,25,30,38.176811594202896,49.03329244621395,27.92094543375885,25.823464826288134,-1.0115942028985507
validation,5,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,344,398,35,38,40.4593023255814,53.410923453784676,28.693608318281772,24.56580062129342,-1.5174418604651163
validation,6,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,308,379,71,0,39.556660631248405,53.06789550061591,35.6668433070387,37.63460746432061,26.69524367700199
validation,6,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,311,390,79,0,38.805123716781225,53.64490259999599,33.045013796281445,33.26000682353303,24.8612257317833
validation,6,naive,1,freeze_20260610_192142,baselines_full_20260718,278,379,71,73,36.70863309352518,46.765333345093325,36.21186617447265,33.27572714229816,1.3345323741007193
validation,6,naive,3,freeze_20260610_192142,baselines_full_20260718,282,390,79,80,40.09219858156028,53.226399891314,36.58619300857324,32.34814454522045,0.9716312056737588
validation,6,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,257,379,71,67,59.61867704280156,73.46282047551604,59.22950299240546,57.590678443901524,16.17898832684825
validation,6,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,259,390,79,75,71.59073359073359,87.73283417883064,65.17712472536113,62.15681673426972,18.33976833976834
validation,6,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,299,379,71,38,48.30434782608695,64.67740891594427,42.569383365191335,45.085063212111756,32.103678929765884
validation,6,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,295,390,79,48,55.67796610169491,74.27546073769324,46.050768284106056,46.27803448664488,36.166101694915255
validation,7,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,349,386,37,0,34.34273528297775,44.056939732999105,27.949084236806705,27.467891861485583,23.785038697589187
validation,7,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,350,398,48,0,31.902139760030167,41.815151201950776,24.11493044293032,21.678540201162114,15.116408913488934
validation,7,naive,1,freeze_20260610_192142,baselines_full_20260718,326,386,37,38,44.74233128834356,57.68531088608729,36.19185547585298,35.2233759961362,3.2883435582822087
validation,7,naive,3,freeze_20260610_192142,baselines_full_20260718,328,398,48,49,50.3109756097561,66.02955731355762,36.2543306951251,32.61909468274363,-0.8963414634146342
validation,7,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,320,386,37,46,59.325,76.10198749047228,54.765300615995336,47.06115669699298,-5.11875
validation,7,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,320,398,48,55,64.796875,86.01469714531349,53.86482284304793,44.07388513369893,-6.084375
validation,7,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,305,386,37,69,45.10819672131147,59.59992298377684,41.27457630532024,35.16871165644172,-19.40327868852459
validation,7,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,304,398,48,81,53.963815789473685,73.11519839843221,43.21014365038307,34.71443384048924,-28.55592105263158
validation,8,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,338,386,48,0,35.111793689703376,44.864313072523004,27.991177635799012,27.636780464626103,23.89517231541468
validation,8,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,351,398,47,0,34.51266738995473,45.077573997776774,24.763241067494945,23.16729379768997,11.691288296462998
validation,8,naive,1,freeze_20260610_192142,baselines_full_20260718,308,386,48,50,45.0,57.51803782575232,35.53384307751175,34.39461994689431,3.792207792207792
validation,8,naive,3,freeze_20260610_192142,baselines_full_20260718,326,398,47,48,53.85889570552147,72.08617882724892,36.29522804998378,34.53376079302952,0.7484662576687117
validation,8,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,300,386,48,50,50.903333333333336,65.98648851595807,44.03924748025472,40.0225390502149,4.25
validation,8,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,314,398,47,50,62.9140127388535,83.68973256965049,47.72710237565814,41.74679317850426,3.7038216560509554
validation,8,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,323,386,48,43,40.30030959752322,53.914649898559205,32.615130651398935,30.767958021131253,-1.3529411764705883
validation,8,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,328,398,47,47,45.640243902439025,60.433091403513075,30.648283764791795,29.179011383128024,-1.0182926829268293
validation,9,historical_average_route_day_type_slot,1,freeze_20260610_192142,baselines_full_20260718,360,386,26,0,31.326982431088826,41.0785264945574,26.560162418598445,24.639968702626124,16.425152327166046
validation,9,historical_average_route_day_type_slot,3,freeze_20260610_192142,baselines_full_20260718,368,398,30,0,35.15402508571641,48.289823140202785,25.82736775317094,24.332163243259238,10.783087337952333
validation,9,naive,1,freeze_20260610_192142,baselines_full_20260718,341,386,26,28,42.79765395894428,56.47203652331753,35.66861216812474,33.39435266120543,3.3489736070381233
validation,9,naive,3,freeze_20260610_192142,baselines_full_20260718,347,398,30,31,52.60806916426513,67.82557303369211,38.83088323277017,34.90773496510183,-0.2737752161383285
validation,9,seasonal_naive_daily,1,freeze_20260610_192142,baselines_full_20260718,337,386,26,29,56.71513353115727,71.13874519732028,51.05711837990169,44.205194624973984,3.1899109792284865
validation,9,seasonal_naive_daily,3,freeze_20260610_192142,baselines_full_20260718,348,398,30,29,61.42528735632184,79.40149684451437,50.11754106112022,42.62412761714855,3.1724137931034484
validation,9,seasonal_naive_weekly,1,freeze_20260610_192142,baselines_full_20260718,339,386,26,36,40.10914454277286,51.63512216222563,33.05793283600257,30.22294338616106,0.39233038348082594
validation,9,seasonal_naive_weekly,3,freeze_20260610_192142,baselines_full_20260718,349,398,30,37,42.03438395415473,55.84120958287959,30.31765228346116,28.08515526285561,1.9484240687679084
