split,model,hora_del_dia,dataset_version,run_id,n,n_total,missing_y,missing_pred,mae,rmse,smape,wape,bias_mean
validation,seasonal_naive_daily,11,freeze_20260610_192142,baselines_full_20260718,1939,2128,97,97,47.03919546157813,59.58038329210064,50.92693527201134,46.09401847621743,0.4151624548736462
validation,seasonal_naive_daily,12,freeze_20260610_192142,baselines_full_20260718,1903,2128,114,116,56.90225959012086,72.7719066269021,52.40235664568823,46.08166478711407,3.1093011035207567
validation,seasonal_naive_daily,13,freeze_20260610_192142,baselines_full_20260718,1874,2128,134,134,59.226254002134475,75.67128964700537,54.557966862464916,48.34459297589957,3.055496264674493
validation,seasonal_naive_daily,14,freeze_20260610_192142,baselines_full_20260718,1853,2128,142,144,62.755531570426335,79.01950410589738,55.480096167573066,49.111618851333944,3.693470048569887
validation,seasonal_naive_daily,15,freeze_20260610_192142,baselines_full_20260718,1785,2128,182,182,70.3546218487395,90.61103190915252,55.39439403257196,48.79548969172307,5.3238095238095235
validation,seasonal_naive_daily,16,freeze_20260610_192142,baselines_full_20260718,1569,2128,309,312,54.17973231357553,69.55454183125842,50.34221910211046,47.397296935634955,7.787125557680051
validation,seasonal_naive_daily,17,freeze_20260610_192142,baselines_full_20260718,875,1932,672,713,27.684571428571427,36.21614478181164,47.42893421978232,47.027761599689384,4.1737142857142855
validation,seasonal_naive_daily,18,freeze_20260610_192142,baselines_full_20260718,18,792,666,679,11.0,12.635927614016577,66.77896538465336,54.54545454545454,-0.8888888888888888
validation,seasonal_naive_weekly,4,freeze_20260610_192142,baselines_full_20260718,1155,1424,170,192,29.01991341991342,40.70423358859164,25.11532395892423,24.68715705121123,0.258008658008658
validation,seasonal_naive_weekly,5,freeze_20260610_192142,baselines_full_20260718,1706,2128,292,289,50.824736225087925,69.2904881406971,29.086899242846926,26.25130186257175,-1.1143024618991795
validation,seasonal_naive_weekly,6,freeze_20260610_192142,baselines_full_20260718,1735,2128,261,257,52.6628242074928,70.42429663259666,30.02170432373617,26.6925694921196,-0.414985590778098
validation,seasonal_naive_weekly,7,freeze_20260610_192142,baselines_full_20260718,2006,2128,68,67,44.9247258225324,59.41260746862854,36.25435719277459,32.477421958901836,0.03140578265204387
validation,seasonal_naive_weekly,8,freeze_20260610_192142,baselines_full_20260718,2025,2128,54,55,45.45827160493827,60.47686630460189,38.705339118091075,34.922266819426845,0.48641975308641977
validation,seasonal_naive_weekly,9,freeze_20260610_192142,baselines_full_20260718,1989,2128,77,77,39.95625942684766,52.019695964367564,37.015597021509784,33.31405073001421,0.37757667169431874
validation,seasonal_naive_weekly,10,freeze_20260610_192142,baselines_full_20260718,2013,2128,61,62,37.177844013909585,48.267443997220724,38.827365157931396,35.26864187523858,0.4326875310481868
validation,seasonal_naive_weekly,11,freeze_20260610_192142,baselines_full_20260718,1960,2128,97,96,38.215816326530614,50.02281622277121,40.17997999706037,36.6623430655148,-0.18214285714285713
validation,seasonal_naive_weekly,12,freeze_20260610_192142,baselines_full_20260718,1927,2128,114,113,45.107420861442655,59.336453702042334,39.76258606558831,35.48865181338265,0.4587441619097042
validation,seasonal_naive_weekly,13,freeze_20260610_192142,baselines_full_20260718,1887,2128,134,133,45.848436671966084,61.49676964040971,40.0097706699703,36.165418876947456,-0.06783253842077372
validation,seasonal_naive_weekly,14,freeze_20260610_192142,baselines_full_20260718,1874,2128,142,143,47.99092849519744,61.81931792169091,41.23229613580837,36.51159675055518,0.7753468516542156
validation,seasonal_naive_weekly,15,freeze_20260610_192142,baselines_full_20260718,1833,2128,182,181,55.02073104200764,72.7639241140984,41.29043952563227,36.97594526916294,0.46317512274959083
validation,seasonal_naive_weekly,16,freeze_20260610_192142,baselines_full_20260718,1645,2128,309,307,44.43465045592705,58.015881904798185,40.311467559495085,37.073009915552966,0.1817629179331307
validation,seasonal_naive_weekly,17,freeze_20260610_192142,baselines_full_20260718,987,1932,672,694,27.681864235055723,36.013309483852446,46.60852664515862,45.24933339957934,0.3606889564336373
validation,seasonal_naive_weekly,18,freeze_20260610_192142,baselines_full_20260718,39,792,666,672,12.076923076923077,15.030737737153055,57.53109935261019,53.76712328767124,2.1794871794871793
