target,scenario,feature_set,split,model,route,dataset_version,run_id,n,n_total,missing_y,missing_pred,mae,rmse,smape,wape,bias_mean,bias_abs,bias_to_mae_ratio
pasajeros_por_despacho,productividad_por_despacho,calendario_ruta_lags_productividad_lags_demanda_lags_despachos,test_final,historical_average_route_day_type_slot,1,freeze_20260610_192142,multitarget_20260720_1435,1544,1919,375,0,6.85269574296502,8.845987077070992,16.961877328831378,16.09132262042134,1.9139414074916852,1.9139414074916852,0.2792975902157247
pasajeros_por_despacho,productividad_por_despacho,calendario_ruta_lags_productividad_lags_demanda_lags_despachos,test_final,historical_average_route_day_type_slot,3,freeze_20260610_192142,multitarget_20260720_1435,1583,1976,393,0,7.268321740754656,9.532672671391492,16.61467259675809,15.723754038286646,1.3151671413580894,1.3151671413580894,0.18094509135220782
pasajeros_por_despacho,productividad_por_despacho,calendario_ruta_lags_productividad_lags_demanda_lags_despachos,test_final,naive,1,freeze_20260610_192142,multitarget_20260720_1435,1394,1919,375,367,8.559648493543758,11.133361800394308,20.196518379159254,19.59134316080752,0.06139406982305115,0.06139406982305115,0.007172498948918117
pasajeros_por_despacho,productividad_por_despacho,calendario_ruta_lags_productividad_lags_demanda_lags_despachos,test_final,naive,3,freeze_20260610_192142,multitarget_20260720_1435,1443,1976,393,394,10.625080025080026,13.587387919171183,23.218373732030216,22.462499775442538,0.15874335874335868,0.15874335874335868,0.014940438883156841
pasajeros_por_despacho,productividad_por_despacho,calendario_ruta_lags_productividad_lags_demanda_lags_despachos,test_final,seasonal_naive_daily,1,freeze_20260610_192142,multitarget_20260720_1435,1292,1919,375,389,11.079024767801858,14.512589074939962,27.31054768269916,25.985524163609263,0.8398090815273478,0.8398090815273478,0.07580171532498259
pasajeros_por_despacho,productividad_por_despacho,calendario_ruta_lags_productividad_lags_demanda_lags_despachos,test_final,seasonal_naive_daily,3,freeze_20260610_192142,multitarget_20260720_1435,1336,1976,393,404,12.24679747647562,15.891363882253648,28.230147721391862,26.63360140865115,1.0815012831479898,1.0815012831479898,0.08830890567312817
pasajeros_por_despacho,productividad_por_despacho,calendario_ruta_lags_productividad_lags_demanda_lags_despachos,test_final,seasonal_naive_weekly,1,freeze_20260610_192142,multitarget_20260720_1435,1381,1919,375,360,10.176116340815835,13.73866300230837,24.752403340019562,23.54635251907851,-0.08811247888003866,0.08811247888003866,0.008658753096859205
pasajeros_por_despacho,productividad_por_despacho,calendario_ruta_lags_productividad_lags_demanda_lags_despachos,test_final,seasonal_naive_weekly,3,freeze_20260610_192142,multitarget_20260720_1435,1423,1976,393,378,11.429464913161327,15.446215700367642,25.692010173524388,24.32809937585054,-0.2561222099521467,0.2561222099521467,0.02240894144197558
pasajeros_por_despacho,productividad_por_despacho,calendario_ruta_lags_productividad_lags_demanda_lags_despachos,validation,historical_average_route_day_type_slot,1,freeze_20260610_192142,multitarget_20260720_1435,13088,14612,1524,0,7.0538017995897,9.559050322324243,16.75587305402837,15.992419526046875,0.04821951093589673,0.04821951093589673,0.006835960565081588
pasajeros_por_despacho,productividad_por_despacho,calendario_ruta_lags_productividad_lags_demanda_lags_despachos,validation,historical_average_route_day_type_slot,3,freeze_20260610_192142,multitarget_20260720_1435,13297,15072,1775,0,7.268727079442905,9.661966434631157,16.304064345008143,15.382081761825766,-0.21076568706312257,0.21076568706312257,0.02899623066866836
