route,dia_op,tipo_dia,n,demanda_media,mae_lstm,sesgo_lstm,rango_pred_lstm,rango_real,mae_media,sesgo_media,celdas_sin_media,epocas,ejemplos_ajuste,segundos
1,2026-04-02,FESTIVO,15,28.666666666666668,14.428551611335031,-9.67108611887217,36.5228032607496,54.0,12.513333333333332,3.262222222222222,0,339,347,1.6521631999639794
1,2026-04-03,FESTIVO,8,21.0,7.760451962278479,3.755898629546481,24.744591210765066,19.0,13.222916666666666,13.222916666666666,0,349,347,1.28576240001712
1,2026-04-04,SABADO,22,56.36363636363637,32.13241877233235,10.644514725071303,97.56618772118367,107.0,40.679638847132374,32.36634723261422,0,90,347,0.3607015999732539
1,2026-04-05,DOMINGO,11,24.727272727272727,17.11679038722664,17.052481889650963,46.23852612869693,12.0,11.678479319886668,11.678479319886668,0,90,347,0.35562389995902777
1,2026-04-06,LABORAL,28,121.78571428571429,27.199342001991887,-1.1684958924278388,158.63137489829762,197.0,26.975298037408276,3.308795729204729,0,367,347,1.4552081000292674
1,2026-04-07,LABORAL,26,139.73076923076923,27.490560555628708,-14.043917500568693,112.18740777907352,129.0,23.179854832387132,-7.427697709992371,0,344,347,2.0119504999602214
1,2026-04-08,LABORAL,26,126.11538461538461,30.169451750915492,6.45502902741463,121.04029771323738,178.0,28.663387312407284,6.158816105605784,0,325,347,1.2254721999634057
1,2026-04-09,LABORAL,27,115.51851851851852,30.08445336244206,7.023741418642588,137.02737233987276,173.0,29.192886998967865,13.245751577408358,0,90,347,0.3518500999780372
1,2026-04-10,LABORAL,26,128.07692307692307,30.333976950849525,-20.998220306929817,106.73288492144383,155.0,26.477182229205205,4.050613243054939,0,101,347,0.3667614000150934
1,2026-04-11,SABADO,24,77.25,36.61833965383271,20.386477589005143,81.21854564030959,146.0,22.318430617900678,8.917048388895713,0,89,347,0.30654490005690604
1,2026-04-12,DOMINGO,8,30.375,9.117109974391619,6.66197076437455,36.36291728400711,15.0,5.206088378093984,4.763253012240325,0,90,347,0.33494910004083067
1,2026-04-13,LABORAL,27,118.03703703703704,30.099091516156072,7.116225757449966,142.62246389889833,189.0,29.51727219708768,10.555875319454579,0,358,347,1.2222807001089677
1,2026-04-14,LABORAL,26,122.0,28.8135771648322,0.8411041705345951,119.17121821111857,140.0,30.64575437483254,9.949885551087439,0,390,347,1.3663153999950737
