route,dia_op,tipo_dia,n,demanda_media,mae_lstm,sesgo_lstm,rango_pred_lstm,rango_real,mae_media,sesgo_media,celdas_sin_media,epocas,ejemplos_ajuste,segundos
3,2026-04-13,LABORAL,27,131.07407407407408,37.55408482032319,3.5980671743419257,183.86653172829176,269.0,38.514439448942824,14.481444805286314,0,136,161,0.5020530999172479
3,2026-04-14,LABORAL,28,140.07142857142858,31.000858468330872,0.20236076850322046,253.31307042547564,352.0,31.218860049732232,1.3937835071423212,0,147,161,0.5247813999885693
3,2026-04-15,LABORAL,27,134.66666666666666,30.811699187405996,15.693397097528536,267.8039738842174,293.0,30.02139591305806,10.59211613163924,0,140,161,0.4988667001016438
3,2026-04-16,LABORAL,27,130.37037037037038,28.29109129664874,13.363152575542628,245.2071139686069,284.0,28.383345832805908,14.66075531511735,0,144,161,0.532540800049901
3,2026-04-17,LABORAL,26,145.0,30.213010144078552,-14.18823001218818,205.69155815883823,240.0,28.29939639198063,0.5535243963863002,0,140,161,0.48984199995175004
3,2026-04-18,SABADO,25,83.96,22.20910416282166,13.136119747293737,161.97616715659962,196.0,22.346416000170688,12.641421128375818,0,148,161,0.5127589999465272
3,2026-04-19,DOMINGO,11,31.636363636363637,13.4234268028275,3.234356721324089,18.916030237899463,29.0,8.170267911415165,1.9495468166531502,0,148,161,0.5342120999703184
3,2026-04-20,LABORAL,27,135.85185185185185,34.24496216367325,6.692400533270607,233.79344730641657,251.0,32.551231795366256,8.90459006152512,0,150,161,0.5122730999719352
3,2026-04-21,LABORAL,27,147.92592592592592,33.05505456497988,-9.709879915747297,246.92914350406406,330.0,31.844276316756496,-4.881518353105973,0,181,161,0.6855447000125423
3,2026-04-22,LABORAL,27,130.1851851851852,38.615948331098025,13.879294039735937,265.41133605492126,483.0,37.895158274650676,14.197045426610341,0,193,161,0.6941601999569684
3,2026-04-23,LABORAL,22,130.1818181818182,33.18845392839021,16.45184334494116,221.77222000743694,256.0,30.291478060027842,19.914521432147534,0,160,161,0.5884594999952242
3,2026-04-24,LABORAL,25,131.08,47.76245267585735,-28.492996844419626,140.09405895103856,290.0,39.99218988152529,17.4270488799244,0,185,161,0.6567026999546215
3,2026-04-25,SABADO,23,96.30434782608695,26.31540326738769,-1.0888714576785505,147.60573619793692,181.0,20.59227398310574,2.878811717582983,0,176,161,0.6330926999216899
3,2026-04-26,DOMINGO,10,30.8,8.348786170789285,1.0755318020901499,13.650864604685381,25.0,7.6988853163483,4.137120610465947,0,185,161,0.7100469999713823
3,2026-04-27,LABORAL,28,137.32142857142858,34.21095614543272,-0.952936448776501,226.2180848686327,371.0,33.73994331908481,2.582828956051034,0,137,161,0.5127547000302002
3,2026-04-28,LABORAL,27,136.25925925925927,29.362927011815938,10.239992808325313,268.6615868988566,324.0,30.053047414546,7.538555820617969,0,140,161,0.5101292000617832
3,2026-04-29,LABORAL,26,149.84615384615384,35.09767576591761,0.0038623161158508443,256.0724805239927,383.0,33.5521540180543,-2.662498787294245,0,149,161,0.5236903999466449
3,2026-04-30,LABORAL,27,146.40740740740742,33.64639874695766,-3.3996786337433043,248.9202909808671,322.0,32.321454458887864,-2.862374998263547,0,189,161,0.6724804000696167
3,2026-05-01,FESTIVO,18,33.44444444444444,74.67217739377458,74.67217739377458,176.4562166384906,54.0,17.083333333333332,-8.935185185185185,0,201,161,0.7234376999549568
3,2026-05-02,SABADO,26,81.76923076923077,30.847941383894838,-18.50543783595607,88.05101166082666,172.0,26.164813755744927,11.685774845936786,0,149,161,0.5412318999879062
3,2026-05-03,DOMINGO,8,28.5,14.616962406826989,12.283052190903206,31.72850668061203,24.0,8.041991851565188,5.963866851565188,0,402,161,1.414028900093399
3,2026-05-04,LABORAL,27,141.85185185185185,31.795125399893536,0.7563347174921738,237.4112280587072,276.0,28.60189475558244,1.6162347361532443,0,149,161,0.5358631999697536
3,2026-05-05,LABORAL,27,140.77777777777777,40.601484907377824,1.5608146743400242,261.32953745697506,255.0,37.81204652322209,2.67908763552086,0,155,161,0.5861185999820009
3,2026-05-06,LABORAL,23,124.21739130434783,41.93242805608254,31.102371752351033,251.35419455621988,239.0,36.72034492383948,24.365341154455336,0,152,161,0.5233101999619976
3,2026-05-07,LABORAL,26,142.46153846153845,41.74909916108494,-28.80421315014381,164.4769934912573,252.0,31.09111304061182,3.8924437737298825,0,179,161,0.6665144000435248
3,2026-05-08,LABORAL,26,136.73076923076923,28.931307466099472,-9.867274431718748,202.1165091906043,297.0,31.328928567868154,9.492588892175036,0,146,161,0.5381655999226496
3,2026-05-09,SABADO,25,91.72,20.576111663199796,2.3570171238780944,148.31891080686097,184.0,17.97854540547172,0.6068018157281321,0,167,161,0.6256036000559106
3,2026-05-10,DOMINGO,9,36.0,10.610020562919747,-1.5794851105390724,14.285528242333157,49.0,11.680584035847193,-2.900132461277972,0,151,161,0.6050215000286698
3,2026-05-11,LABORAL,26,135.73076923076923,39.388145201336584,1.7677916745308573,201.35210360571273,275.0,44.327964367445695,10.20938602423809,0,136,161,0.6936291999882087
3,2026-05-12,LABORAL,27,145.25925925925927,38.421761824161145,-7.159465088014095,248.6381916662136,326.0,35.775514201995534,-3.023807105383424,0,538,161,1.8960389000130817
3,2026-05-13,LABORAL,26,138.6153846153846,40.46653436063457,12.175080846836787,244.53685268759196,300.0,40.577242282580315,7.046052327951525,0,132,161,0.4712125000078231
3,2026-05-14,LABORAL,27,134.88888888888889,32.77741208339608,5.554113474657538,247.87083969682269,284.0,30.822459241739633,7.181086337695171,0,141,161,0.5297738000517711
3,2026-05-15,LABORAL,27,140.11111111111111,33.81503781845539,-12.26289853465702,201.78924820557037,252.0,28.436889125671502,1.946495284831046,0,159,161,0.57141460001003
3,2026-05-16,SABADO,26,92.8076923076923,28.515102363808083,-1.5895696806778392,144.43503566494215,213.0,26.845178910158666,-1.4401465336283148,0,138,161,0.48253199993632734
3,2026-05-17,DOMINGO,15,31.666666666666668,13.506840066468085,1.3977483662477226,14.441933604262786,52.0,12.333834442704413,2.099509250639281,0,150,161,0.5768481000559404
3,2026-05-18,FESTIVO_PUENTE,13,28.923076923076923,102.29132118831723,100.64917595116805,168.4131553707437,34.0,8.038461538461538,-0.7051282051282055,0,145,161,0.6207026999909431
3,2026-05-19,LABORAL,27,148.74074074074073,34.91699835846378,-14.757305286793288,225.32843809432842,268.0,31.597322496292115,-6.779533372970375,0,298,161,1.2171817000489682
3,2026-05-20,LABORAL,27,137.85185185185185,30.780578207322108,7.433902808109129,258.8322046384834,273.0,29.375895700938255,3.933993413199733,0,138,161,0.6483227999415249
3,2026-05-23,SABADO,25,86.72,24.666517769453773,1.8095564624714575,159.4459156177065,222.0,22.525577176446735,6.544346407215969,0,366,161,1.6291100000962615
3,2026-05-24,DOMINGO,11,34.90909090909091,14.314709430653425,-3.681155164168889,14.419149701958858,69.0,16.272005716162063,-1.4416115489257906,0,258,161,0.8852244999725372
3,2026-05-25,LABORAL,28,139.32142857142858,40.72938031082127,0.11100761223425591,246.2423655203995,277.0,39.319018778553996,-1.9521775913155672,0,269,161,0.9492781999288127
3,2026-05-26,LABORAL,27,145.66666666666666,26.93989114700235,-5.140510367834463,252.991541446164,315.0,28.307499176800658,-4.515887947057081,0,341,161,1.181779499980621
3,2026-05-27,LABORAL,26,125.57692307692308,35.0482162581926,17.179045583138528,235.7435572933988,219.0,35.25181065924757,18.934833568541663,0,265,161,0.9343448999570683
3,2026-05-28,LABORAL,27,133.1851851851852,36.123772089920095,1.1267864163822947,226.83176128322208,293.0,31.21448827271493,7.592655646926552,0,422,161,1.5621705000521615
3,2026-05-29,LABORAL,27,135.74074074074073,35.415781965706,-3.008436377753087,228.2585728202797,298.0,35.586571493600886,4.860727698399075,0,402,161,1.4265592999290675
3,2026-05-30,SABADO,23,90.52173913043478,33.833664186455806,8.266732465188918,155.36167200877298,192.0,32.820841848762456,7.279972283545063,0,223,161,0.8056725999340415
3,2026-05-31,DOMINGO,9,33.55555555555556,7.4874362122704134,-3.543811247856423,10.606002723754429,38.0,9.122301887616645,0.7314350145516298,0,218,161,0.7509744999697432
3,2026-06-01,LABORAL,25,125.92,39.928506175854224,23.12261785780756,226.08461538415594,194.0,32.79793660032911,19.4127620044586,0,233,161,0.8337879000464454
3,2026-06-02,LABORAL,25,144.8,42.34690916603413,1.3396041604503932,229.27487668596044,221.0,34.87291056861834,2.4795016823135914,0,151,161,0.5240068999119103
3,2026-06-03,LABORAL,26,131.73076923076923,43.796181692885725,18.827453944762972,248.53090097027388,282.0,26.32968887951271,11.560211184967715,0,131,161,0.48341540002729744
3,2026-06-04,LABORAL,26,127.65384615384616,44.15107034907006,15.299925427591429,233.6074082440968,235.0,24.67468417554796,15.422417014881002,0,147,161,0.5265701999887824
3,2026-06-05,LABORAL,25,134.36,45.08785847342779,-36.77484224107361,128.27791353339495,288.0,23.30469698676275,12.383921322513029,0,143,160,0.5336077000247315
3,2026-06-06,SABADO,24,93.04166666666667,25.639764379808923,-7.007988863013089,127.87988929451895,183.0,19.645440589000373,1.3662205035302861,0,139,159,0.5289031999418512
3,2026-06-07,DOMINGO,18,28.0,10.129059822379276,4.715188476847641,25.162064326120444,40.0,9.56179544932383,5.383872428263553,0,148,159,0.5198557999683544
3,2026-06-08,FESTIVO_PUENTE,9,27.444444444444443,98.4964024681187,98.4964024681187,136.5881216889714,27.0,20.7164814382038,9.697962919685285,1,170,159,0.6301933000795543
3,2026-06-09,LABORAL,26,141.84615384615384,41.611617104687255,-4.656787271480028,221.98228455359254,298.0,29.817167198777188,0.862975878515363,0,400,159,1.3886991000035778
3,2026-06-10,LABORAL,22,122.31818181818181,38.7810652312724,32.96313309332633,250.43868256299476,273.0,39.123371279490414,27.65584034747793,0,150,159,0.5391093000071123
