route,dia_op,tipo_dia,hora,real,pred_grilla
1,2026-04-24,LABORAL,08:00,143.0,94.60717
1,2026-04-24,LABORAL,08:30,121.0,104.11501
1,2026-04-24,LABORAL,09:00,82.0,110.38364
1,2026-04-24,LABORAL,09:30,82.0,77.84264
1,2026-04-24,LABORAL,10:00,109.0,85.77423
1,2026-04-24,LABORAL,10:30,97.0,54.425026
1,2026-04-24,LABORAL,11:00,122.0,62.222523
1,2026-04-24,LABORAL,11:30,78.0,77.22818
1,2026-04-24,LABORAL,12:00,117.0,79.22978
1,2026-04-24,LABORAL,12:30,94.0,95.76176
1,2026-04-24,LABORAL,13:00,82.0,108.03174
1,2026-04-24,LABORAL,13:30,172.0,114.79621
1,2026-04-24,LABORAL,14:00,128.0,111.07881
1,2026-04-24,LABORAL,14:30,160.0,137.83632
1,2026-04-24,LABORAL,15:00,204.0,143.09746
1,2026-04-24,LABORAL,15:30,124.0,142.27864
1,2026-04-24,LABORAL,16:00,141.0,132.33876
1,2026-04-24,LABORAL,16:30,93.0,108.06208
1,2026-04-25,SABADO,04:30,47.0,73.49591
1,2026-04-25,SABADO,05:00,105.0,59.80456
1,2026-04-25,SABADO,05:30,87.0,85.64134
1,2026-04-25,SABADO,06:00,107.0,82.169304
1,2026-04-25,SABADO,06:30,122.0,107.43798
1,2026-04-25,SABADO,07:00,115.0,105.872154
1,2026-04-25,SABADO,07:30,34.0,104.21238
1,2026-04-25,SABADO,08:00,124.0,100.82447
1,2026-04-25,SABADO,08:30,111.0,92.146515
1,2026-04-25,SABADO,09:00,86.0,89.733025
1,2026-04-25,SABADO,09:30,43.0,90.67674
1,2026-04-25,SABADO,10:00,99.0,74.597565
1,2026-04-25,SABADO,10:30,113.0,92.526
1,2026-04-25,SABADO,11:00,50.0,88.40071
1,2026-04-25,SABADO,11:30,44.0,80.22352
1,2026-04-25,SABADO,12:00,77.0,92.62782
1,2026-04-25,SABADO,12:30,74.0,100.2633
1,2026-04-25,SABADO,13:00,60.0,72.57972
1,2026-04-25,SABADO,13:30,81.0,76.57999
1,2026-04-25,SABADO,14:00,36.0,79.05162
1,2026-04-25,SABADO,14:30,96.0,66.868515
1,2026-04-25,SABADO,15:00,28.0,74.138626
1,2026-04-25,SABADO,15:30,37.0,56.07601
1,2026-04-25,SABADO,16:00,18.0,42.522797
1,2026-04-25,SABADO,16:30,84.0,41.77672
1,2026-04-25,SABADO,17:30,26.0,26.86628
1,2026-04-26,DOMINGO,07:30,25.0,24.396523
1,2026-04-26,DOMINGO,08:00,27.0,28.69191
1,2026-04-26,DOMINGO,08:30,12.0,36.274727
1,2026-04-26,DOMINGO,10:00,55.0,25.88552
1,2026-04-26,DOMINGO,11:00,20.0,27.826431
1,2026-04-26,DOMINGO,12:30,30.0,30.682716
1,2026-04-26,DOMINGO,13:00,32.0,24.929047
1,2026-04-26,DOMINGO,13:30,24.0,26.14376
1,2026-04-26,DOMINGO,15:00,27.0,33.635612
1,2026-04-27,LABORAL,04:30,69.0,131.52481
1,2026-04-27,LABORAL,05:00,137.0,118.10593
1,2026-04-27,LABORAL,05:30,124.0,142.04659
1,2026-04-27,LABORAL,06:00,129.0,151.98009
1,2026-04-27,LABORAL,06:30,144.0,131.24918
1,2026-04-27,LABORAL,07:00,126.0,132.8745
1,2026-04-27,LABORAL,07:30,88.0,134.45587
1,2026-04-27,LABORAL,08:00,78.0,131.11496
1,2026-04-27,LABORAL,08:30,118.0,136.63696
1,2026-04-27,LABORAL,09:00,104.0,141.04793
1,2026-04-27,LABORAL,09:30,177.0,122.05275
1,2026-04-27,LABORAL,10:00,46.0,100.33608
1,2026-04-27,LABORAL,10:30,162.0,91.643585
1,2026-04-27,LABORAL,11:00,27.0,86.57139
1,2026-04-27,LABORAL,11:30,110.0,88.34625
1,2026-04-27,LABORAL,12:00,86.0,115.10604
1,2026-04-27,LABORAL,12:30,72.0,131.79395
1,2026-04-27,LABORAL,13:00,126.0,130.8979
1,2026-04-27,LABORAL,13:30,148.0,152.55545
1,2026-04-27,LABORAL,14:00,97.0,147.91934
1,2026-04-27,LABORAL,14:30,211.0,141.57912
1,2026-04-27,LABORAL,15:00,168.0,177.83179
1,2026-04-27,LABORAL,15:30,160.0,189.0328
1,2026-04-27,LABORAL,16:00,125.0,164.39084
1,2026-04-27,LABORAL,16:30,84.0,120.39876
1,2026-04-27,LABORAL,17:00,56.0,78.60747
1,2026-04-27,LABORAL,18:00,25.0,22.103645
1,2026-04-28,LABORAL,04:30,133.0,109.23153
1,2026-04-28,LABORAL,05:00,129.0,118.160706
1,2026-04-28,LABORAL,05:30,182.0,126.718185
1,2026-04-28,LABORAL,06:00,156.0,130.03012
1,2026-04-28,LABORAL,06:30,48.0,138.13834
1,2026-04-28,LABORAL,07:00,148.0,133.89812
1,2026-04-28,LABORAL,07:30,118.0,126.72511
1,2026-04-28,LABORAL,08:00,113.0,134.7446
1,2026-04-28,LABORAL,08:30,127.0,129.15941
1,2026-04-28,LABORAL,09:00,202.0,131.2065
1,2026-04-28,LABORAL,09:30,142.0,116.673645
1,2026-04-28,LABORAL,10:00,43.0,102.359146
1,2026-04-28,LABORAL,10:30,116.0,102.33835
1,2026-04-28,LABORAL,11:00,82.0,74.771576
1,2026-04-28,LABORAL,11:30,117.0,96.270096
1,2026-04-28,LABORAL,12:00,88.0,90.78111
1,2026-04-28,LABORAL,12:30,199.0,132.32463
1,2026-04-28,LABORAL,13:00,90.0,118.521
1,2026-04-28,LABORAL,13:30,76.0,122.939186
1,2026-04-28,LABORAL,14:00,148.0,141.88916
1,2026-04-28,LABORAL,14:30,160.0,148.70786
1,2026-04-28,LABORAL,15:00,159.0,145.61705
1,2026-04-28,LABORAL,15:30,217.0,162.93243
1,2026-04-28,LABORAL,16:00,103.0,120.9641
1,2026-04-28,LABORAL,16:30,127.0,108.030785
1,2026-04-28,LABORAL,17:30,49.0,35.942474
1,2026-04-29,LABORAL,04:30,73.0,112.03251
1,2026-04-29,LABORAL,05:00,128.0,125.1349
1,2026-04-29,LABORAL,05:30,132.0,131.92915
1,2026-04-29,LABORAL,06:00,127.0,125.49436
1,2026-04-29,LABORAL,06:30,129.0,121.85636
1,2026-04-29,LABORAL,07:00,108.0,131.75255
1,2026-04-29,LABORAL,07:30,147.0,127.375404
1,2026-04-29,LABORAL,08:00,134.0,128.74968
1,2026-04-29,LABORAL,08:30,112.0,117.63393
1,2026-04-29,LABORAL,09:00,79.0,132.09291
1,2026-04-29,LABORAL,09:30,138.0,117.387184
1,2026-04-29,LABORAL,10:00,115.0,85.19575
1,2026-04-29,LABORAL,10:30,86.0,91.714874
1,2026-04-29,LABORAL,11:00,109.0,84.08439
1,2026-04-29,LABORAL,11:30,78.0,93.67315
1,2026-04-29,LABORAL,12:00,65.0,98.19502
1,2026-04-29,LABORAL,12:30,127.0,136.22632
1,2026-04-29,LABORAL,13:00,125.0,122.88312
1,2026-04-29,LABORAL,13:30,110.0,129.89328
1,2026-04-29,LABORAL,14:00,179.0,142.33386
1,2026-04-29,LABORAL,14:30,156.0,148.80286
1,2026-04-29,LABORAL,15:00,220.0,168.20163
1,2026-04-29,LABORAL,15:30,140.0,173.2873
1,2026-04-29,LABORAL,16:00,138.0,136.83954
1,2026-04-29,LABORAL,16:30,57.0,107.90093
1,2026-04-29,LABORAL,17:00,76.0,61.70564
1,2026-04-30,LABORAL,04:30,80.0,112.59856
1,2026-04-30,LABORAL,05:00,114.0,118.99306
1,2026-04-30,LABORAL,05:30,161.0,127.6272
1,2026-04-30,LABORAL,06:00,143.0,126.12874
1,2026-04-30,LABORAL,06:30,141.0,131.14008
1,2026-04-30,LABORAL,07:00,80.0,133.37976
1,2026-04-30,LABORAL,07:30,164.0,130.52669
1,2026-04-30,LABORAL,08:00,122.0,133.84656
1,2026-04-30,LABORAL,08:30,217.0,118.74413
1,2026-04-30,LABORAL,09:00,67.0,131.7102
1,2026-04-30,LABORAL,09:30,178.0,108.98547
1,2026-04-30,LABORAL,10:00,66.0,92.65956
1,2026-04-30,LABORAL,10:30,86.0,85.62326
1,2026-04-30,LABORAL,11:00,100.0,83.13621
1,2026-04-30,LABORAL,11:30,125.0,95.60801
1,2026-04-30,LABORAL,12:30,235.0,133.79236
1,2026-04-30,LABORAL,13:00,90.0,123.66757
1,2026-04-30,LABORAL,13:30,228.0,135.44724
1,2026-04-30,LABORAL,14:00,104.0,138.37263
1,2026-04-30,LABORAL,14:30,177.0,159.03572
1,2026-04-30,LABORAL,15:00,194.0,168.69214
1,2026-04-30,LABORAL,15:30,161.0,171.68637
1,2026-04-30,LABORAL,16:00,52.0,128.63805
1,2026-04-30,LABORAL,16:30,47.0,108.90204
1,2026-04-30,LABORAL,17:00,105.0,57.939342
1,2026-05-01,FESTIVO,07:00,15.0,97.453354
1,2026-05-01,FESTIVO,07:30,56.0,91.79522
1,2026-05-01,FESTIVO,08:00,21.0,90.24772
1,2026-05-01,FESTIVO,08:30,24.0,95.31435
1,2026-05-01,FESTIVO,09:00,52.0,92.52923
1,2026-05-01,FESTIVO,09:30,32.0,76.003784
1,2026-05-01,FESTIVO,10:00,21.0,76.21855
1,2026-05-01,FESTIVO,10:30,73.0,83.35602
1,2026-05-01,FESTIVO,11:00,32.0,80.97462
1,2026-05-01,FESTIVO,11:30,47.0,77.80731
1,2026-05-01,FESTIVO,12:00,23.0,80.40573
1,2026-05-01,FESTIVO,12:30,27.0,93.6571
1,2026-05-01,FESTIVO,13:30,37.0,77.64644
1,2026-05-01,FESTIVO,14:00,33.0,92.78067
1,2026-05-01,FESTIVO,14:30,37.0,81.84265
1,2026-05-01,FESTIVO,15:00,64.0,95.19622
1,2026-05-01,FESTIVO,16:00,30.0,70.32828
1,2026-05-02,SABADO,04:30,56.0,56.02813
1,2026-05-02,SABADO,05:00,97.0,31.91346
1,2026-05-02,SABADO,05:30,65.0,62.758347
1,2026-05-02,SABADO,06:00,83.0,60.04333
1,2026-05-02,SABADO,06:30,72.0,69.52736
1,2026-05-02,SABADO,07:00,105.0,69.651566
1,2026-05-02,SABADO,07:30,39.0,64.75581
1,2026-05-02,SABADO,08:00,109.0,72.49805
1,2026-05-02,SABADO,08:30,111.0,59.813904
1,2026-05-02,SABADO,09:00,164.0,60.63708
1,2026-05-02,SABADO,09:30,32.0,76.12639
1,2026-05-02,SABADO,10:00,29.0,59.118095
1,2026-05-02,SABADO,10:30,115.0,51.067738
1,2026-05-02,SABADO,11:00,86.0,47.36541
1,2026-05-02,SABADO,11:30,76.0,67.81997
1,2026-05-02,SABADO,12:00,74.0,73.300186
1,2026-05-02,SABADO,12:30,86.0,68.14377
1,2026-05-02,SABADO,13:00,39.0,78.47984
1,2026-05-02,SABADO,13:30,72.0,58.417263
1,2026-05-02,SABADO,14:00,60.0,71.09166
1,2026-05-02,SABADO,14:30,79.0,54.658104
1,2026-05-02,SABADO,15:00,51.0,95.06782
1,2026-05-02,SABADO,15:30,80.0,61.524193
1,2026-05-02,SABADO,16:00,29.0,60.730824
1,2026-05-02,SABADO,16:30,62.0,49.77809
1,2026-05-02,SABADO,17:00,29.0,46.126205
1,2026-05-05,LABORAL,04:30,132.0,110.568405
1,2026-05-05,LABORAL,05:00,163.0,126.74194
1,2026-05-05,LABORAL,05:30,95.0,137.51387
1,2026-05-05,LABORAL,06:00,96.0,133.72305
1,2026-05-05,LABORAL,06:30,173.0,136.4626
1,2026-05-05,LABORAL,07:00,61.0,140.6275
1,2026-05-05,LABORAL,07:30,154.0,139.36107
1,2026-05-05,LABORAL,08:00,123.0,140.64763
1,2026-05-05,LABORAL,08:30,229.0,128.93587
1,2026-05-05,LABORAL,09:00,115.0,142.58423
1,2026-05-05,LABORAL,09:30,154.0,130.57906
1,2026-05-05,LABORAL,10:00,101.0,87.597855
1,2026-05-05,LABORAL,11:00,132.0,95.29306
1,2026-05-05,LABORAL,11:30,94.0,94.74019
1,2026-05-05,LABORAL,12:00,172.0,104.752556
1,2026-05-05,LABORAL,12:30,112.0,142.92912
1,2026-05-05,LABORAL,13:00,90.0,117.77247
1,2026-05-05,LABORAL,13:30,173.0,138.66525
1,2026-05-05,LABORAL,14:00,115.0,146.2699
1,2026-05-05,LABORAL,14:30,140.0,143.51198
1,2026-05-05,LABORAL,15:00,181.0,158.07016
1,2026-05-05,LABORAL,15:30,199.0,176.65321
1,2026-05-05,LABORAL,16:00,156.0,134.71956
1,2026-05-05,LABORAL,16:30,153.0,111.92112
1,2026-05-05,LABORAL,17:00,36.0,55.85143
1,2026-05-06,LABORAL,04:30,124.0,118.11179
1,2026-05-06,LABORAL,05:00,91.0,124.91626
1,2026-05-06,LABORAL,05:30,155.0,142.8285
1,2026-05-06,LABORAL,06:00,107.0,136.63303
1,2026-05-06,LABORAL,06:30,123.0,125.21192
1,2026-05-06,LABORAL,07:00,96.0,131.19118
1,2026-05-06,LABORAL,07:30,173.0,129.82877
1,2026-05-06,LABORAL,08:00,123.0,123.86075
1,2026-05-06,LABORAL,08:30,150.0,127.08389
1,2026-05-06,LABORAL,09:00,92.0,132.37871
1,2026-05-06,LABORAL,09:30,30.0,119.57081
1,2026-05-06,LABORAL,10:00,32.0,91.047195
1,2026-05-06,LABORAL,10:30,57.0,94.39084
1,2026-05-06,LABORAL,11:00,79.0,91.643364
1,2026-05-06,LABORAL,11:30,117.0,95.13858
1,2026-05-06,LABORAL,12:00,166.0,101.50263
1,2026-05-06,LABORAL,12:30,64.0,134.21468
1,2026-05-06,LABORAL,13:00,109.0,130.45563
1,2026-05-06,LABORAL,13:30,157.0,130.98697
1,2026-05-06,LABORAL,14:00,198.0,145.1376
1,2026-05-06,LABORAL,14:30,74.0,153.15417
1,2026-05-06,LABORAL,15:00,137.0,167.60739
1,2026-05-06,LABORAL,16:00,97.0,148.14325
1,2026-05-06,LABORAL,16:30,81.0,119.43893
1,2026-05-06,LABORAL,17:00,58.0,69.03799
1,2026-05-07,LABORAL,04:30,111.0,126.93469
1,2026-05-07,LABORAL,05:00,67.0,125.26571
1,2026-05-07,LABORAL,05:30,166.0,133.83374
1,2026-05-07,LABORAL,06:00,100.0,130.29102
1,2026-05-07,LABORAL,06:30,131.0,129.47928
1,2026-05-07,LABORAL,07:00,84.0,126.13381
1,2026-05-07,LABORAL,07:30,113.0,121.486855
1,2026-05-07,LABORAL,08:00,134.0,135.24545
1,2026-05-07,LABORAL,08:30,151.0,116.84068
1,2026-05-07,LABORAL,09:00,117.0,131.94046
1,2026-05-07,LABORAL,09:30,75.0,112.74582
1,2026-05-07,LABORAL,10:00,113.0,91.42424
1,2026-05-07,LABORAL,10:30,108.0,81.59915
1,2026-05-07,LABORAL,11:00,78.0,72.48633
1,2026-05-07,LABORAL,11:30,88.0,94.09045
1,2026-05-07,LABORAL,12:00,162.0,102.54907
1,2026-05-07,LABORAL,12:30,105.0,135.13318
1,2026-05-07,LABORAL,13:00,137.0,124.51047
1,2026-05-07,LABORAL,13:30,104.0,143.1233
1,2026-05-07,LABORAL,14:00,156.0,144.22559
1,2026-05-07,LABORAL,14:30,135.0,155.1542
1,2026-05-07,LABORAL,15:00,226.0,178.50055
1,2026-05-07,LABORAL,15:30,128.0,182.37265
1,2026-05-07,LABORAL,16:00,121.0,140.54202
1,2026-05-07,LABORAL,16:30,110.0,119.521255
1,2026-05-07,LABORAL,17:00,30.0,52.2437
1,2026-05-07,LABORAL,17:30,32.0,35.58909
1,2026-05-08,LABORAL,04:30,128.0,105.85964
1,2026-05-08,LABORAL,05:00,170.0,108.894745
1,2026-05-08,LABORAL,05:30,43.0,125.09809
1,2026-05-08,LABORAL,06:00,165.0,123.63121
1,2026-05-08,LABORAL,06:30,106.0,142.77286
1,2026-05-08,LABORAL,07:00,141.0,137.11636
1,2026-05-08,LABORAL,07:30,97.0,128.92352
1,2026-05-08,LABORAL,08:00,111.0,137.22519
1,2026-05-08,LABORAL,08:30,156.0,120.384254
1,2026-05-08,LABORAL,09:00,133.0,131.98384
1,2026-05-08,LABORAL,09:30,71.0,100.66806
1,2026-05-08,LABORAL,10:00,102.0,99.88546
1,2026-05-08,LABORAL,10:30,85.0,88.26877
1,2026-05-08,LABORAL,11:00,65.0,89.834984
1,2026-05-08,LABORAL,11:30,101.0,101.103905
1,2026-05-08,LABORAL,12:00,94.0,110.66789
1,2026-05-08,LABORAL,12:30,151.0,127.558395
1,2026-05-08,LABORAL,13:00,107.0,125.32855
1,2026-05-08,LABORAL,13:30,191.0,138.99017
1,2026-05-08,LABORAL,14:00,155.0,132.02182
1,2026-05-08,LABORAL,14:30,99.0,159.48889
1,2026-05-08,LABORAL,15:00,247.0,147.18198
1,2026-05-08,LABORAL,15:30,88.0,158.3779
1,2026-05-08,LABORAL,16:00,94.0,122.36234
1,2026-05-08,LABORAL,16:30,50.0,106.71358
1,2026-05-08,LABORAL,17:00,79.0,60.701717
1,2026-05-09,SABADO,04:30,49.0,74.53522
1,2026-05-09,SABADO,05:00,69.0,55.71974
1,2026-05-09,SABADO,05:30,87.0,80.90979
1,2026-05-09,SABADO,06:00,124.0,77.41501
1,2026-05-09,SABADO,06:30,77.0,84.34454
1,2026-05-09,SABADO,07:00,149.0,88.74579
1,2026-05-09,SABADO,07:30,54.0,83.44776
1,2026-05-09,SABADO,08:00,114.0,84.63059
1,2026-05-09,SABADO,08:30,115.0,85.02191
1,2026-05-09,SABADO,09:00,101.0,86.218445
1,2026-05-09,SABADO,09:30,109.0,78.65959
1,2026-05-09,SABADO,10:00,116.0,64.79262
1,2026-05-09,SABADO,10:30,49.0,84.289536
1,2026-05-09,SABADO,11:00,89.0,76.37858
1,2026-05-09,SABADO,11:30,106.0,73.8185
1,2026-05-09,SABADO,12:00,45.0,83.16992
1,2026-05-09,SABADO,12:30,25.0,81.910805
1,2026-05-09,SABADO,13:00,116.0,68.72786
1,2026-05-09,SABADO,13:30,52.0,70.503815
1,2026-05-09,SABADO,14:00,59.0,76.661766
1,2026-05-09,SABADO,14:30,44.0,75.52087
1,2026-05-09,SABADO,15:00,46.0,67.921265
1,2026-05-09,SABADO,15:30,35.0,70.52733
1,2026-05-09,SABADO,16:00,19.0,53.730415
1,2026-05-09,SABADO,17:00,46.0,36.48523
1,2026-05-10,DOMINGO,07:00,45.0,29.046135
1,2026-05-10,DOMINGO,08:00,27.0,30.48069
1,2026-05-10,DOMINGO,09:00,28.0,35.393486
1,2026-05-10,DOMINGO,09:30,62.0,33.680458
1,2026-05-10,DOMINGO,10:00,25.0,29.217537
1,2026-05-10,DOMINGO,10:30,30.0,33.60859
1,2026-05-10,DOMINGO,11:30,39.0,34.44393
1,2026-05-10,DOMINGO,12:00,31.0,32.388084
1,2026-05-10,DOMINGO,13:00,62.0,25.177048
1,2026-05-10,DOMINGO,14:30,23.0,28.376053
1,2026-05-11,LABORAL,04:30,97.0,127.81247
1,2026-05-11,LABORAL,05:00,109.0,118.946686
1,2026-05-11,LABORAL,05:30,86.0,139.10315
1,2026-05-11,LABORAL,06:00,106.0,149.10419
1,2026-05-11,LABORAL,06:30,103.0,130.79143
1,2026-05-11,LABORAL,07:00,102.0,135.13002
1,2026-05-11,LABORAL,07:30,191.0,136.49748
1,2026-05-11,LABORAL,08:00,96.0,130.97897
1,2026-05-11,LABORAL,08:30,127.0,132.68373
1,2026-05-11,LABORAL,09:00,144.0,142.56577
1,2026-05-11,LABORAL,09:30,70.0,124.18536
1,2026-05-11,LABORAL,10:00,107.0,98.26006
1,2026-05-11,LABORAL,10:30,105.0,92.70842
1,2026-05-11,LABORAL,11:00,39.0,89.89397
1,2026-05-11,LABORAL,11:30,87.0,92.2596
1,2026-05-11,LABORAL,12:00,43.0,111.497574
1,2026-05-11,LABORAL,12:30,124.0,131.23523
1,2026-05-11,LABORAL,13:00,98.0,131.17482
1,2026-05-11,LABORAL,13:30,116.0,147.966
1,2026-05-11,LABORAL,14:00,211.0,144.47324
1,2026-05-11,LABORAL,14:30,40.0,140.94212
1,2026-05-11,LABORAL,15:00,163.0,173.09529
1,2026-05-11,LABORAL,15:30,170.0,184.077
1,2026-05-11,LABORAL,16:00,82.0,156.57724
1,2026-05-11,LABORAL,16:30,100.0,116.43248
1,2026-05-11,LABORAL,17:00,29.0,75.64085
1,2026-05-12,LABORAL,04:30,128.0,126.86121
1,2026-05-12,LABORAL,05:00,135.0,117.99649
1,2026-05-12,LABORAL,05:30,137.0,139.354
1,2026-05-12,LABORAL,06:00,139.0,133.58313
1,2026-05-12,LABORAL,06:30,138.0,133.35252
1,2026-05-12,LABORAL,07:00,113.0,126.07833
1,2026-05-12,LABORAL,07:30,153.0,130.63374
1,2026-05-12,LABORAL,08:00,147.0,129.05449
1,2026-05-12,LABORAL,08:30,59.0,136.46199
1,2026-05-12,LABORAL,09:00,103.0,134.894
1,2026-05-12,LABORAL,09:30,148.0,114.843544
1,2026-05-12,LABORAL,10:00,96.0,98.92262
1,2026-05-12,LABORAL,10:30,77.0,86.09627
1,2026-05-12,LABORAL,11:00,99.0,85.27414
1,2026-05-12,LABORAL,11:30,112.0,86.404724
1,2026-05-12,LABORAL,12:00,91.0,103.336426
1,2026-05-12,LABORAL,12:30,93.0,127.15564
1,2026-05-12,LABORAL,13:00,155.0,124.04026
1,2026-05-12,LABORAL,13:30,91.0,134.14838
1,2026-05-12,LABORAL,14:00,118.0,143.10292
1,2026-05-12,LABORAL,14:30,193.0,143.19244
1,2026-05-12,LABORAL,15:00,169.0,150.81592
1,2026-05-12,LABORAL,15:30,137.0,171.24963
1,2026-05-12,LABORAL,16:00,91.0,143.73761
1,2026-05-12,LABORAL,16:30,45.0,113.200325
1,2026-05-12,LABORAL,17:00,61.0,68.43054
1,2026-05-13,LABORAL,04:30,63.0,125.5965
1,2026-05-13,LABORAL,05:00,145.0,121.91162
1,2026-05-13,LABORAL,05:30,93.0,143.73766
1,2026-05-13,LABORAL,06:00,96.0,134.75702
1,2026-05-13,LABORAL,06:30,183.0,130.32472
1,2026-05-13,LABORAL,07:00,76.0,128.09454
1,2026-05-13,LABORAL,07:30,173.0,132.62042
1,2026-05-13,LABORAL,08:00,93.0,131.50795
1,2026-05-13,LABORAL,08:30,150.0,139.31712
1,2026-05-13,LABORAL,09:00,56.0,135.45172
1,2026-05-13,LABORAL,09:30,119.0,118.480675
1,2026-05-13,LABORAL,10:00,118.0,103.43005
1,2026-05-13,LABORAL,10:30,62.0,91.10214
1,2026-05-13,LABORAL,11:00,175.0,90.71514
1,2026-05-13,LABORAL,11:30,63.0,94.4794
1,2026-05-13,LABORAL,12:00,124.0,107.84548
1,2026-05-13,LABORAL,12:30,73.0,130.63542
1,2026-05-13,LABORAL,13:00,127.0,127.74308
1,2026-05-13,LABORAL,13:30,141.0,133.60295
1,2026-05-13,LABORAL,14:00,126.0,148.7709
1,2026-05-13,LABORAL,14:30,180.0,147.647
1,2026-05-13,LABORAL,15:00,130.0,156.71909
1,2026-05-13,LABORAL,15:30,214.0,168.87389
1,2026-05-13,LABORAL,16:00,130.0,139.84662
1,2026-05-13,LABORAL,16:30,69.0,117.69085
1,2026-05-13,LABORAL,17:00,40.0,70.37565
1,2026-05-14,LABORAL,04:30,88.0,120.89484
1,2026-05-14,LABORAL,05:00,85.0,116.44595
1,2026-05-14,LABORAL,05:30,201.0,138.48924
1,2026-05-14,LABORAL,06:00,138.0,129.67577
1,2026-05-14,LABORAL,06:30,72.0,124.12926
1,2026-05-14,LABORAL,07:00,146.0,122.61344
1,2026-05-14,LABORAL,07:30,105.0,127.02449
1,2026-05-14,LABORAL,08:00,137.0,125.84617
1,2026-05-14,LABORAL,08:30,124.0,133.9096
1,2026-05-14,LABORAL,09:00,83.0,130.81633
1,2026-05-14,LABORAL,09:30,113.0,114.083374
1,2026-05-14,LABORAL,10:00,105.0,103.02628
1,2026-05-14,LABORAL,10:30,105.0,91.71092
1,2026-05-14,LABORAL,11:00,66.0,89.52263
1,2026-05-14,LABORAL,11:30,101.0,95.50467
1,2026-05-14,LABORAL,12:00,96.0,106.94444
1,2026-05-14,LABORAL,12:30,116.0,125.57264
1,2026-05-14,LABORAL,13:00,126.0,123.431366
1,2026-05-14,LABORAL,13:30,127.0,127.59928
1,2026-05-14,LABORAL,14:00,135.0,141.94603
1,2026-05-14,LABORAL,14:30,151.0,139.83464
1,2026-05-14,LABORAL,15:00,180.0,151.29404
1,2026-05-14,LABORAL,15:30,121.0,159.98598
1,2026-05-14,LABORAL,16:00,124.0,131.72609
1,2026-05-14,LABORAL,16:30,82.0,112.19615
1,2026-05-14,LABORAL,17:00,43.0,66.12346
1,2026-05-14,LABORAL,17:30,5.0,39.281975
1,2026-05-15,LABORAL,04:30,147.0,104.32244
1,2026-05-15,LABORAL,05:00,89.0,87.58573
1,2026-05-15,LABORAL,05:30,116.0,119.28014
1,2026-05-15,LABORAL,06:00,137.0,116.21727
1,2026-05-15,LABORAL,06:30,86.0,114.43957
1,2026-05-15,LABORAL,07:00,183.0,100.924
1,2026-05-15,LABORAL,07:30,120.0,99.113045
1,2026-05-15,LABORAL,08:00,112.0,102.57691
1,2026-05-15,LABORAL,08:30,84.0,105.324814
1,2026-05-15,LABORAL,09:00,136.0,105.48193
1,2026-05-15,LABORAL,09:30,98.0,90.856
1,2026-05-15,LABORAL,10:00,90.0,84.251305
1,2026-05-15,LABORAL,10:30,116.0,82.303276
1,2026-05-15,LABORAL,11:00,55.0,76.69246
1,2026-05-15,LABORAL,11:30,151.0,81.39503
1,2026-05-15,LABORAL,12:00,117.0,87.47965
1,2026-05-15,LABORAL,12:30,87.0,107.453964
1,2026-05-15,LABORAL,13:00,122.0,103.162575
1,2026-05-15,LABORAL,13:30,93.0,99.97339
1,2026-05-15,LABORAL,14:00,218.0,109.25769
1,2026-05-15,LABORAL,14:30,100.0,112.946175
1,2026-05-15,LABORAL,15:00,161.0,125.58307
1,2026-05-15,LABORAL,15:30,160.0,135.16907
1,2026-05-15,LABORAL,16:00,163.0,104.08194
1,2026-05-15,LABORAL,16:30,126.0,87.341446
1,2026-05-15,LABORAL,17:00,80.0,57.05673
1,2026-05-16,SABADO,04:30,26.0,95.92403
1,2026-05-16,SABADO,05:00,103.0,66.56832
1,2026-05-16,SABADO,05:30,81.0,106.2139
1,2026-05-16,SABADO,06:00,33.0,106.236755
1,2026-05-16,SABADO,06:30,120.0,109.13339
1,2026-05-16,SABADO,07:00,145.0,93.09383
1,2026-05-16,SABADO,07:30,128.0,85.492134
1,2026-05-16,SABADO,08:00,77.0,89.867966
1,2026-05-16,SABADO,08:30,108.0,86.30927
1,2026-05-16,SABADO,09:00,113.0,88.28247
1,2026-05-16,SABADO,09:30,85.0,80.3717
1,2026-05-16,SABADO,10:00,83.0,70.426476
1,2026-05-16,SABADO,10:30,90.0,83.5132
1,2026-05-16,SABADO,11:00,100.0,69.71483
1,2026-05-16,SABADO,11:30,103.0,82.94668
1,2026-05-16,SABADO,12:00,118.0,79.32136
1,2026-05-16,SABADO,12:30,110.0,93.28876
1,2026-05-16,SABADO,13:00,35.0,92.4053
1,2026-05-16,SABADO,13:30,48.0,83.833824
1,2026-05-16,SABADO,14:00,25.0,87.62883
1,2026-05-16,SABADO,14:30,147.0,93.38991
1,2026-05-16,SABADO,15:00,42.0,109.64591
1,2026-05-16,SABADO,15:30,39.0,120.045105
1,2026-05-16,SABADO,16:00,45.0,82.664566
1,2026-05-16,SABADO,17:00,1.0,48.49754
1,2026-05-17,DOMINGO,07:00,20.0,58.1386
1,2026-05-17,DOMINGO,07:30,40.0,36.6921
1,2026-05-17,DOMINGO,08:00,16.0,50.8622
1,2026-05-17,DOMINGO,08:30,59.0,39.475418
1,2026-05-17,DOMINGO,10:30,24.0,55.40703
1,2026-05-17,DOMINGO,11:30,38.0,47.099495
1,2026-05-17,DOMINGO,12:00,26.0,35.74489
