route,dia_op,tipo_dia,n,demanda_media,mae_sarima,sesgo_sarima,rango_pred_sarima,rango_real,mae_media,sesgo_media,celdas_sin_media,aic,segundos
3,2026-05-16,SABADO,26,92.8076923076923,42.563133705960254,15.440474089977604,95.95393064213022,213.0,26.845178910158666,-1.4401465336283148,0,47486.144417253076,11.234510899987072
3,2026-05-17,DOMINGO,15,31.666666666666668,78.87219605436431,77.5782408365585,139.780259477217,52.0,12.333834442704413,2.099509250639281,0,47536.53516851473,9.517412299988791
3,2026-05-18,FESTIVO_PUENTE,13,28.923076923076923,16.06305665999563,-13.518569824390188,29.641082630361574,34.0,8.038461538461538,-0.7051282051282055,0,47435.97383612337,11.360291999997571
3,2026-05-19,LABORAL,27,148.74074074074073,129.45400553300493,-129.45400553300493,19.40780281407922,268.0,31.597322496292115,-6.779533372970375,0,47335.70664180544,10.298072000034153
3,2026-05-20,LABORAL,27,137.85185185185185,47.411463241762306,-13.543638063152605,90.9678562804462,273.0,29.375895700938255,3.933993413199733,0,47336.416598651216,10.971604999969713
3,2026-05-22,LABORAL,26,125.73076923076923,40.48997438296015,-24.654290190053228,90.65445240303683,268.0,34.41997013254792,16.15673267238829,0,47043.30294933847,10.525902299908921
3,2026-05-23,SABADO,25,86.72,39.958265202862194,17.415322013898304,163.36711114277574,222.0,22.525577176446735,6.544346407215969,0,47060.6626628473,9.930990299908444
3,2026-05-24,DOMINGO,11,34.90909090909091,76.76145558690318,67.34494867171101,147.88050048010513,69.0,16.272005716162063,-1.4416115489257906,0,47059.48898382847,10.732566099963151
3,2026-05-25,LABORAL,28,139.32142857142858,123.60159707063976,-123.60159707063976,29.632252353277487,277.0,39.319018778553996,-1.9521775913155672,0,46988.56726905363,12.653990099905059
3,2026-05-26,LABORAL,27,145.66666666666666,89.86668865031574,-86.62783927213498,100.43603697862079,315.0,28.307499176800658,-4.515887947057081,0,47061.54448296459,7.2066371999681
3,2026-05-27,LABORAL,26,125.57692307692308,35.0485120027968,-13.785159236751667,93.76022856569924,219.0,35.25181065924757,18.934833568541663,0,47074.10076401595,10.30618620000314
3,2026-05-28,LABORAL,27,133.1851851851852,48.167113927257546,-35.99042312981932,89.05160965174815,293.0,31.21448827271493,7.592655646926552,0,47062.86120356078,10.214716999907978
3,2026-05-29,LABORAL,27,135.74074074074073,51.89665576775405,-34.61295725047099,117.86922284198192,298.0,35.586571493600886,4.860727698399075,0,47069.24956194482,10.107698100036941
3,2026-05-30,SABADO,23,90.52173913043478,41.259656350428955,15.500867372788786,108.89753460933213,192.0,32.820841848762456,7.279972283545063,0,47044.72061717359,11.036860599997453
3,2026-05-31,DOMINGO,9,33.55555555555556,57.499454590008476,57.499454590008476,132.73094067896477,38.0,9.122301887616645,0.7314350145516298,0,47010.70575760058,9.725308299995959
3,2026-06-01,LABORAL,25,125.92,65.15016417615944,-50.10165492775941,100.83561845304921,194.0,32.79793660032911,19.4127620044586,0,46970.57650027785,10.827369599952362
3,2026-06-02,LABORAL,25,144.8,60.01007199092735,-44.34032229330112,68.99861523936748,221.0,34.87291056861834,2.4795016823135914,0,46940.6231679051,12.072931200033054
3,2026-06-03,LABORAL,26,131.73076923076923,59.14278940616809,-53.65763859717639,88.9249999185084,282.0,26.32968887951271,11.560211184967715,0,46938.61563678883,7.554344500065781
3,2026-06-04,LABORAL,26,127.65384615384616,41.17577584452642,-23.342970141235106,93.36759638892781,235.0,24.67468417554796,15.422417014881002,0,46926.47447570271,10.500846300041303
3,2026-06-05,LABORAL,25,134.36,46.0057640763372,-28.350160434069515,124.43278149721758,288.0,23.30469698676275,12.383921322513029,0,46907.04238071768,9.809609099989757
3,2026-06-06,SABADO,24,93.04166666666667,37.33257352736485,11.644207085866507,118.86200722934127,183.0,19.645440589000373,1.3662205035302861,0,46859.149061903074,11.76132950000465
3,2026-06-07,DOMINGO,18,28.0,78.31450926310127,78.31450926310127,105.71913646726236,40.0,9.56179544932383,5.383872428263553,0,46828.806280300574,11.36482509993948
3,2026-06-08,FESTIVO_PUENTE,9,27.444444444444443,12.352999845151723,-10.407073218707628,12.2095644360879,27.0,20.7164814382038,9.697962919685285,1,46788.20395516082,10.997209000051953
3,2026-06-09,LABORAL,26,141.84615384615384,125.99787496604812,-125.99787496604812,23.615825491291456,298.0,29.817167198777188,0.862975878515363,0,46761.07813243053,11.581392499967478
3,2026-06-10,LABORAL,22,122.31818181818181,56.76534931095514,-25.774759462138658,77.59891732621769,273.0,39.123371279490414,27.65584034747793,0,46792.484933288535,11.062761000008322
