route,dia_op,tipo_dia,n,demanda_media,mae_prophet,sesgo_prophet,rango_pred_prophet,rango_real,mae_media,sesgo_media,celdas_sin_media,segundos
1,2026-04-22,LABORAL,24,117.45833333333333,30.306298070556608,-3.392872205385657,69.80995639644941,160.0,29.294742883379246,5.530641643709825,0,0.607394199934788
1,2026-04-23,LABORAL,23,99.08695652173913,27.00722032291497,18.84586122774816,44.896043000425124,121.0,31.216694123522355,25.521371330373476,0,0.7073104999726638
1,2026-04-24,LABORAL,25,120.68,19.8076974667263,0.3813980048839511,44.8895956875794,126.0,22.311042292249578,6.227352082281294,0,0.7078931999858469
1,2026-04-25,SABADO,26,73.23076923076923,27.38505356908683,0.07486251211834563,125.86216201152436,106.0,24.912680516250756,7.35561937226653,0,0.5807633999502286
1,2026-04-26,DOMINGO,9,28.0,17.780570020624918,7.983971256911829,55.08453480630335,43.0,12.957705087289598,8.41664228535723,0,0.5729478999273852
1,2026-04-27,LABORAL,27,111.0,29.432179928317236,2.552129344892557,136.21287257813393,186.0,29.09462260298363,10.033348243224426,0,0.5169260998954996
1,2026-04-28,LABORAL,26,125.84615384615384,31.42099446067343,-4.0322005739806475,105.61229703711811,174.0,29.443086219046968,-2.5683057855767006,0,0.548672900069505
1,2026-04-29,LABORAL,26,118.76923076923077,20.729424546808573,-3.9017898595604286,68.71702342657171,163.0,20.040834067155103,5.7809425519477164,0,0.6821368000237271
1,2026-04-30,LABORAL,25,129.48,42.15177369736002,-14.44271714551017,69.34218940911433,188.0,40.216450871618825,-4.291239364071413,0,0.5379553000675514
1,2026-05-01,FESTIVO,17,36.705882352941174,16.95045742127124,-7.953107007767062,44.660903356633966,58.0,21.696558567456833,-5.577951236464735,1,0.5325552000431344
1,2026-05-02,SABADO,26,73.07692307692308,26.44056658188291,2.003234301039302,89.18475362903594,135.0,22.01768590662404,7.446177030884386,0,0.46063719992525876
1,2026-05-04,LABORAL,27,119.29629629629629,30.32790801186034,-3.7089576615525988,99.34499790879508,197.0,27.77215065171876,1.8719270720169459,0,0.5762382999528199
1,2026-05-05,LABORAL,25,133.96,33.564806738639916,-9.028169619822691,71.68098702971348,193.0,32.78309342147156,-8.349945122871794,0,0.6685334999347106
1,2026-05-06,LABORAL,25,107.6,32.663059346545026,7.906244232903837,69.51948353711161,168.0,34.51657263309987,14.778582251627206,0,0.576693500042893
1,2026-05-07,LABORAL,27,114.14814814814815,22.017308449912086,-1.3459072058100348,103.11314055093268,196.0,22.899129333196658,6.580017395466332,0,0.5239238999783993
1,2026-05-08,LABORAL,26,116.5,33.52640985057507,3.4580940850334225,71.14668754791234,204.0,33.58155325247345,7.361702119756365,0,0.6117009000154212
1,2026-05-09,SABADO,25,75.8,32.18522773265623,0.41667024322689655,88.96676060985958,130.0,27.128588342092694,4.526008313425705,0,0.5648268000222743
1,2026-05-10,DOMINGO,10,37.2,17.24396482126313,-6.078264990978485,51.279562902978476,39.0,12.008475734791524,-1.5532580113385066,0,0.6104695999529213
1,2026-05-11,LABORAL,26,105.57692307692308,30.62023333699138,12.289688701975754,72.30920658420811,182.0,30.23442972742926,18.09557184673779,0,0.5798052001046017
1,2026-05-12,LABORAL,26,116.46153846153847,22.54767817063509,6.874155299954399,71.44306381315948,148.0,24.49751352683692,6.979246944933975,0,0.6358208999736235
1,2026-05-13,LABORAL,26,116.11538461538461,33.134804094191715,-2.1498504398468175,68.93883669540656,174.0,34.118081173713136,7.166538007069823,0,0.5686488000210375
1,2026-05-14,LABORAL,27,110.18518518518519,18.7015440396315,1.690201233654066,101.86899491345952,196.0,21.41270492710944,9.792013160963128,0,0.5337775000371039
1,2026-05-15,LABORAL,26,121.03846153846153,26.703797987959355,-3.1084884902397394,70.97583286318745,163.0,26.79269846601148,2.0203865742692426,0,0.6548199000535533
1,2026-05-16,SABADO,25,80.2,34.62639934042423,-5.23452964809893,89.20199771679087,146.0,26.256848829431434,-0.4786588628762544,0,0.4896238000364974
1,2026-05-17,DOMINGO,8,31.25,15.746803767657127,0.8107811509359228,37.07020003036252,43.0,11.54289483736078,4.333803928269873,0,0.44861090008635074
1,2026-05-18,FESTIVO_PUENTE,13,28.615384615384617,17.160755361970043,-13.307446948029536,44.94703014404607,42.0,12.506410256410255,-2.8782051282051286,0,0.47689250006806105
1,2026-05-19,LABORAL,26,127.07692307692308,27.76788247098181,-4.174852940707332,72.16515729165211,180.0,26.675089183212542,-4.098674664348097,0,0.518933100043796
1,2026-05-20,LABORAL,26,117.03846153846153,33.38488091269433,-2.6191746284298083,69.40810710282268,223.0,35.42537484885555,5.763531909662837,0,0.5445033999858424
1,2026-05-22,LABORAL,26,108.42307692307692,28.826015656012245,10.159301226146983,71.01458917790748,162.0,29.242730189406505,14.21010362793379,0,0.5487304000416771
1,2026-05-23,SABADO,23,79.95652173913044,25.08148598968938,-4.106085691039561,59.0726475046504,124.0,25.205570999666406,1.120807779269917,0,0.5194917999906465
1,2026-05-24,DOMINGO,12,27.583333333333332,19.065878986150523,11.255525345010994,54.251966098864436,34.0,11.441985994956196,9.178097106067307,0,0.5485616999212652
1,2026-05-25,LABORAL,27,114.37037037037037,31.014316630293383,-0.7770594098009432,98.00161812112721,181.0,27.916699276368917,4.855706154264679,0,0.5629577999934554
1,2026-05-26,LABORAL,26,121.76923076923077,27.142249758193483,0.10987903581246664,71.94149775377612,164.0,28.787028279642747,0.5455297731641775,0,0.556275499984622
1,2026-05-27,LABORAL,25,116.16,31.96042516430842,-3.213737018825606,68.96724080563185,188.0,32.27381810833456,5.645191453943198,0,0.4810274998890236
1,2026-05-28,LABORAL,26,112.3076923076923,30.3292634922211,1.9307353667577614,70.32602910025307,162.0,29.855196697513023,9.856578267090002,0,0.5487911000382155
1,2026-05-29,LABORAL,26,114.88461538461539,24.25204599347902,1.8272257814400856,71.179925425741,126.0,23.125947078077225,7.077126780727515,0,0.5367854000069201
1,2026-05-30,SABADO,23,73.34782608695652,22.36866175135023,4.886615080441021,44.00250411135853,120.0,23.73085720517668,8.486940284038583,0,0.5295331999659538
1,2026-05-31,DOMINGO,9,43.111111111111114,30.86032117457407,-6.6895722602345415,51.64218796573884,62.0,19.294281858587844,-5.760331241303892,0,0.48878599994350225
1,2026-06-01,LABORAL,25,114.4,31.90608748873862,2.3930475124541615,74.16994863251064,143.0,31.283288637141077,9.46986006571251,0,0.5440571000799537
1,2026-06-02,LABORAL,26,118.26923076923077,31.523838641170673,3.179951443758543,71.61759468184654,162.0,30.772365445800922,3.2590288986657745,0,0.6437092999694869
1,2026-06-03,LABORAL,25,113.84,23.359608339450546,0.7170155416307858,46.696421311625215,150.0,24.38010028887696,9.581154613083825,0,0.6928990000160411
1,2026-06-04,LABORAL,26,103.57692307692308,26.57724864641737,9.259376918169437,69.87607701645196,142.0,27.794154501524698,17.53869839403239,0,0.6388953999849036
1,2026-06-05,LABORAL,26,114.57692307692308,27.687557141070084,0.9180359753352789,70.9483473240539,249.0,27.006827176652315,6.2104250825682685,0,0.5687490999698639
1,2026-06-06,SABADO,21,84.80952380952381,25.7146825015433,-6.600488519118634,43.7677297966794,119.0,25.056898656898657,-4.450586080586079,0,0.6164242000086233
1,2026-06-07,DOMINGO,17,29.647058823529413,17.600763414232432,5.245296912495104,52.941138598900785,52.0,10.355925852048458,4.899712588711089,0,0.5679284000070766
1,2026-06-08,FESTIVO_PUENTE,8,24.625,19.090498059814742,2.4116425393531147,50.110741231589856,38.0,15.59375,7.218749999999999,0,0.607007100014016
1,2026-06-09,LABORAL,25,114.64,28.00103604881175,7.666149109968387,43.79356843714574,137.0,26.318823674276317,8.083542772171887,0,0.81540659989696
1,2026-06-10,LABORAL,24,91.83333333333333,39.140209719179786,22.286720429280148,46.49477480121034,130.0,42.339035197774606,31.52473781215369,0,0.5613440000452101
3,2026-04-02,FESTIVO,19,31.0,17.10882186467145,-5.557333698624324,80.44703998298701,51.0,61.93377202925699,47.354824660835945,10,0.6471393000101671
3,2026-04-03,FESTIVO,11,21.818181818181817,14.613727882617086,13.287936560271502,61.20227216186203,34.0,10.515151515151514,8.212121212121211,0,0.7004561999347061
3,2026-04-04,SABADO,23,60.17391304347826,44.171422343316856,36.82381751256551,192.57561206754082,82.0,43.75151783943844,41.6991694317025,0,0.5939600999699906
3,2026-04-05,DOMINGO,11,27.181818181818183,15.317022809368247,4.63177962117375,56.174810277789106,21.0,8.666173255865067,7.643445983137794,0,0.7324129000771791
3,2026-04-06,LABORAL,27,146.85185185185185,30.138589738781235,-9.33912533951168,204.74627989556055,287.0,29.864274893669283,-1.4899831577425386,0,0.5276032000547275
3,2026-04-07,LABORAL,26,163.5,39.86802734420284,-16.0049944223075,196.4918140723158,316.0,37.359920678252486,-14.080041790005563,0,0.7623831999953836
3,2026-04-08,LABORAL,27,146.40740740740742,36.3553032992371,-11.32751655921734,199.16575524253406,295.0,33.22068594798877,-0.5851297915214348,0,0.6215731999836862
3,2026-04-09,LABORAL,27,139.2962962962963,41.40469739953519,-3.879872434120136,197.95947546163075,310.0,35.43687471352355,6.502997919190216,0,0.5725750999990851
3,2026-04-10,LABORAL,27,143.03703703703704,42.304900552717015,-5.694797604219942,198.395945525037,379.0,35.605342317211246,2.614109089560961,0,0.5388187000062317
3,2026-04-11,SABADO,24,98.04166666666667,29.92446202545278,-7.8997338701118975,208.09178031591455,214.0,26.61532603806059,-0.013947466212912355,0,0.6191901999991387
3,2026-04-12,DOMINGO,8,28.375,9.884734098847844,0.7412026714188755,24.947261429944035,17.0,7.602773268398268,7.602773268398268,0,0.5743931999895722
3,2026-04-13,LABORAL,27,131.07407407407408,41.21610619939606,11.814407342125374,207.60288185714137,269.0,38.514439448942824,14.481444805286314,0,0.5881104000145569
3,2026-04-14,LABORAL,28,140.07142857142858,36.515732457774206,1.928440735504856,240.99353121849862,352.0,31.218860049732232,1.3937835071423212,0,0.6034537000814453
3,2026-04-15,LABORAL,27,134.66666666666666,32.33160067410888,1.6455848272003706,200.7050909001726,293.0,30.02139591305806,10.59211613163924,0,0.5664332000305876
3,2026-04-16,LABORAL,27,130.37037037037038,31.23156918554091,5.182665510025946,197.70553355085636,284.0,28.383345832805908,14.66075531511735,0,0.5653086999664083
3,2026-04-17,LABORAL,26,145.0,33.852996101930884,-8.896984566846358,201.1422247249002,240.0,28.29939639198063,0.5535243963863002,0,0.6288322999607772
3,2026-04-18,SABADO,25,83.96,26.696089408626886,5.82900818653922,195.24411461007253,196.0,22.346416000170688,12.641421128375818,0,0.6980870999395847
3,2026-04-19,DOMINGO,11,31.636363636363637,17.367546992428196,4.475006505351427,58.90317746699935,29.0,8.170267911415165,1.9495468166531502,0,0.6767199999885634
3,2026-04-20,LABORAL,27,135.85185185185185,35.18867561191961,3.8394857747544338,207.62994977362143,251.0,32.551231795366256,8.90459006152512,0,0.8165862000314519
3,2026-04-21,LABORAL,27,147.92592592592592,35.21866550995058,-5.631277630420157,282.88330632677383,330.0,31.844276316756496,-4.881518353105973,0,0.6501743000699207
3,2026-04-22,LABORAL,27,130.1851851851852,41.304538151228606,4.600484656305679,200.2619086932309,483.0,37.895158274650676,14.197045426610341,0,0.7380420999834314
3,2026-04-23,LABORAL,22,130.1818181818182,30.340706078401197,9.399458491953878,200.82615144879736,256.0,30.291478060027842,19.914521432147534,0,0.6060255999909714
3,2026-04-24,LABORAL,25,131.08,39.99999220135042,6.9277316067137376,200.11262146257576,290.0,39.99218988152529,17.4270488799244,0,0.6583290999988094
3,2026-04-25,SABADO,23,96.30434782608695,27.01012506362529,-5.420868698993097,195.0509845285261,181.0,20.59227398310574,2.878811717582983,0,0.6010507999453694
3,2026-04-26,DOMINGO,10,30.8,12.999308052661968,4.106710858213001,59.20296965250077,25.0,7.6988853163483,4.137120610465947,0,0.6115613000001758
3,2026-04-27,LABORAL,28,137.32142857142858,42.99667092250631,-3.7578316785080585,206.70304293628902,371.0,33.73994331908481,2.582828956051034,0,0.7800858999835327
3,2026-04-28,LABORAL,27,136.25925925925927,34.68234514953983,7.830525244038797,206.20537381931467,324.0,30.053047414546,7.538555820617969,0,0.5438378000399098
3,2026-04-29,LABORAL,26,149.84615384615384,37.13428780422791,-15.085755028603598,200.46553035154216,383.0,33.5521540180543,-2.662498787294245,0,0.6910866000689566
3,2026-04-30,LABORAL,27,146.40740740740742,36.79603523521441,-14.76153881707678,199.28370607437864,322.0,32.321454458887864,-2.862374998263547,0,0.631266999989748
3,2026-05-01,FESTIVO,18,33.44444444444444,16.519179286734634,-7.945259710201842,66.04366753202618,54.0,17.083333333333332,-8.935185185185185,0,0.7043063999153674
3,2026-05-02,SABADO,26,81.76923076923077,30.667776840369278,3.183329726367405,208.73705968184186,172.0,26.164813755744927,11.685774845936786,0,0.7809203999349847
3,2026-05-03,DOMINGO,8,28.5,6.939244000876634,3.8968798447256248,26.185020552025946,24.0,8.041991851565188,5.963866851565188,0,0.7121020000195131
3,2026-05-04,LABORAL,27,141.85185185185185,36.47357005865445,-3.6348785174907543,208.45260458113074,276.0,28.60189475558244,1.6162347361532443,0,0.5707759000360966
3,2026-05-05,LABORAL,27,140.77777777777777,40.626707324643476,3.3811038241719746,207.10804134424012,255.0,37.81204652322209,2.67908763552086,0,0.9482203000225127
3,2026-05-06,LABORAL,23,124.21739130434783,39.589353726551515,13.850415573393326,201.4199158530713,239.0,36.72034492383948,24.365341154455336,0,0.7025311000179499
3,2026-05-07,LABORAL,26,142.46153846153845,36.88694162786952,-7.637336159193501,200.25006525652043,252.0,31.09111304061182,3.8924437737298825,0,0.6553875000681728
3,2026-05-08,LABORAL,26,136.73076923076923,36.51834945379404,0.17941199985322187,201.74646155175088,297.0,31.328928567868154,9.492588892175036,0,0.9040215999120846
3,2026-05-09,SABADO,25,91.72,24.63537697731817,-8.325197238724664,235.51493805748956,184.0,17.97854540547172,0.6068018157281321,0,0.7424732999643311
3,2026-05-10,DOMINGO,9,36.0,22.02884556456859,3.6753410466221417,56.268207543782296,49.0,11.680584035847193,-2.900132461277972,0,0.6572335999226198
3,2026-05-11,LABORAL,26,135.73076923076923,42.47262793523086,4.446037388205785,207.89894853869208,275.0,44.327964367445695,10.20938602423809,0,0.6982152999844402
3,2026-05-12,LABORAL,27,145.25925925925927,43.68136737843435,-2.734804936097724,206.38008137142316,326.0,35.775514201995534,-3.023807105383424,0,0.7973918000934646
3,2026-05-13,LABORAL,26,138.6153846153846,39.70385126331731,-4.062656871328176,200.85030734033631,300.0,40.577242282580315,7.046052327951525,0,0.7118024999508634
3,2026-05-14,LABORAL,27,134.88888888888889,31.213854867008255,-2.912556408404372,199.95423443000885,284.0,30.822459241739633,7.181086337695171,0,0.5940248999977484
3,2026-05-15,LABORAL,27,140.11111111111111,32.46730332997009,-6.991751345111759,202.623372816332,252.0,28.436889125671502,1.946495284831046,0,0.6718755998881534
3,2026-05-16,SABADO,26,92.8076923076923,34.560922430825585,-11.756795942851486,234.9626806130522,213.0,26.845178910158666,-1.4401465336283148,0,0.8421769000124186
3,2026-05-17,DOMINGO,15,31.666666666666668,16.926366290210762,1.076364732325995,71.85085663805398,52.0,12.333834442704413,2.099509250639281,0,0.9034124000463635
3,2026-05-18,FESTIVO_PUENTE,13,28.923076923076923,11.612391873994897,-10.902587653742758,54.83769274717733,34.0,8.038461538461538,-0.7051282051282055,0,0.8391410999465734
3,2026-05-19,LABORAL,27,148.74074074074073,31.121234195277683,-5.3731557955683,207.05545113367776,268.0,31.597322496292115,-6.779533372970375,0,0.6032538999570534
3,2026-05-20,LABORAL,27,137.85185185185185,34.08225544075338,-5.226900247359378,202.93184214427487,273.0,29.375895700938255,3.933993413199733,0,0.6723216999089345
3,2026-05-22,LABORAL,26,125.73076923076923,31.917940607840475,9.137698305924717,202.39034729038735,268.0,34.41997013254792,16.15673267238829,0,0.6137521000346169
3,2026-05-23,SABADO,25,86.72,23.196760753012203,-0.20457026835391162,207.70033506304213,222.0,22.525577176446735,6.544346407215969,0,0.7367602000012994
3,2026-05-24,DOMINGO,11,34.90909090909091,21.849557668033125,3.272781681734593,55.4750869798097,69.0,16.272005716162063,-1.4416115489257906,0,0.809937100042589
3,2026-05-25,LABORAL,28,139.32142857142858,44.469982115017956,-5.635641214916987,209.6581448662082,277.0,39.319018778553996,-1.9521775913155672,0,0.6807782000396401
3,2026-05-26,LABORAL,27,145.66666666666666,34.998203597818964,-2.514793915305606,206.84928965327936,315.0,28.307499176800658,-4.515887947057081,0,0.7951408999506384
3,2026-05-27,LABORAL,26,125.57692307692308,32.33641558063276,9.51886641405607,201.76000190888408,219.0,35.25181065924757,18.934833568541663,0,0.6741613000631332
3,2026-05-28,LABORAL,27,133.1851851851852,31.537858531924282,-1.2271981058850718,200.63732802992615,293.0,31.21448827271493,7.592655646926552,0,0.6861635999521241
3,2026-05-29,LABORAL,27,135.74074074074073,35.929541073102335,-2.7109966076675582,201.10215406713326,298.0,35.586571493600886,4.860727698399075,0,0.5966090000001714
3,2026-05-30,SABADO,23,90.52173913043478,32.05868629180809,3.8373174277948947,170.86701872681198,192.0,32.820841848762456,7.279972283545063,0,0.7639152000192553
3,2026-05-31,DOMINGO,9,33.55555555555556,19.228564182221866,5.017857164102641,57.75642702909499,38.0,9.122301887616645,0.7314350145516298,0,0.6209075000369921
3,2026-06-01,LABORAL,25,125.92,33.125060029272326,14.149675008012743,206.10273325341439,194.0,32.79793660032911,19.4127620044586,0,0.6041466000024229
3,2026-06-02,LABORAL,25,144.8,33.60942128730126,3.6975942011442386,182.03172464014472,221.0,34.87291056861834,2.4795016823135914,0,0.7047640000237152
3,2026-06-03,LABORAL,26,131.73076923076923,26.873378315848885,1.914578422043158,188.53328355774914,282.0,26.32968887951271,11.560211184967715,0,0.6190543998964131
3,2026-06-04,LABORAL,26,127.65384615384616,25.342660025957894,6.452289105821371,194.5385554609382,235.0,24.67468417554796,15.422417014881002,0,0.6106679000658914
3,2026-06-05,LABORAL,25,134.36,28.250834657143095,4.002316731383249,169.7527710110915,288.0,23.30469698676275,12.383921322513029,0,0.781063099973835
3,2026-06-06,SABADO,24,93.04166666666667,24.422339840864783,-4.496367215704265,192.7719410890664,183.0,19.645440589000373,1.3662205035302861,0,0.6851370999356732
3,2026-06-07,DOMINGO,18,28.0,19.107188190662804,12.771144084374153,87.7873057354447,40.0,9.56179544932383,5.383872428263553,0,0.68069770000875
3,2026-06-08,FESTIVO_PUENTE,9,27.444444444444443,9.469409854511664,-8.48730517569755,25.851274209284725,27.0,20.7164814382038,9.697962919685285,1,0.8188269999809563
3,2026-06-09,LABORAL,26,141.84615384615384,30.21907131978844,1.4667268831496318,207.83412862995158,298.0,29.817167198777188,0.862975878515363,0,0.647521200007759
3,2026-06-10,LABORAL,22,122.31818181818181,37.51865650921797,15.189554803754515,199.52290714249511,273.0,39.123371279490414,27.65584034747793,0,0.5996645999839529
