route,dia_op,tipo_dia,n,demanda_media,mae_sarima,mae_prophet,mae_media,sesgo_sarima,sesgo_prophet,sesgo_media,rango_pred_sarima,rango_pred_prophet,rango_real
3,2026-05-13,LABORAL,26,138.6153846153846,50.02449393959504,39.70385126331731,40.57724228258032,-22.257223668146544,-4.062656871328176,7.046052327951525,102.04111049251944,200.85030734033631,300.0
3,2026-05-14,LABORAL,27,134.88888888888889,41.49023654008983,31.21385486700825,30.822459241739637,-25.727499086800623,-2.912556408404372,7.181086337695171,94.31882970428718,199.95423443000885,284.0
3,2026-05-15,LABORAL,27,140.11111111111111,47.35059422051008,32.46730332997009,28.436889125671502,-33.410635523498065,-6.991751345111759,1.946495284831046,95.9108583886919,202.623372816332,252.0
3,2026-05-16,SABADO,26,92.8076923076923,42.563133705960254,34.560922430825585,26.845178910158666,15.440474089977604,-11.756795942851486,-1.4401465336283148,95.95393064213022,234.9626806130522,213.0
3,2026-05-17,DOMINGO,15,31.666666666666668,78.87219605436431,16.926366290210762,12.333834442704411,77.5782408365585,1.076364732325995,2.099509250639281,139.780259477217,71.85085663805398,52.0
3,2026-05-18,FESTIVO_PUENTE,13,28.923076923076923,16.06305665999563,11.612391873994897,8.038461538461538,-13.518569824390188,-10.902587653742758,-0.7051282051282055,29.641082630361574,54.83769274717733,34.0
3,2026-05-19,LABORAL,27,148.74074074074073,129.45400553300493,31.121234195277683,31.597322496292115,-129.45400553300493,-5.3731557955683,-6.779533372970375,19.40780281407922,207.05545113367776,268.0
3,2026-05-20,LABORAL,27,137.85185185185185,47.41146324176231,34.08225544075338,29.37589570093825,-13.543638063152605,-5.226900247359378,3.933993413199733,90.9678562804462,202.93184214427487,273.0
3,2026-05-22,LABORAL,26,125.73076923076924,40.48997438296015,31.917940607840475,34.41997013254792,-24.654290190053228,9.137698305924715,16.15673267238829,90.65445240303684,202.39034729038733,268.0
3,2026-05-23,SABADO,25,86.72,39.958265202862194,23.196760753012203,22.52557717644673,17.415322013898304,-0.2045702683539116,6.544346407215969,163.36711114277574,207.70033506304213,222.0
3,2026-05-24,DOMINGO,11,34.90909090909091,76.76145558690318,21.849557668033125,16.272005716162063,67.34494867171101,3.272781681734593,-1.4416115489257906,147.88050048010513,55.4750869798097,69.0
3,2026-05-25,LABORAL,28,139.32142857142858,123.60159707063976,44.46998211501796,39.319018778554,-123.60159707063976,-5.635641214916987,-1.9521775913155672,29.632252353277487,209.6581448662082,277.0
3,2026-05-26,LABORAL,27,145.66666666666666,89.86668865031574,34.998203597818964,28.307499176800658,-86.62783927213498,-2.514793915305606,-4.515887947057081,100.4360369786208,206.84928965327936,315.0
3,2026-05-27,LABORAL,26,125.57692307692308,35.0485120027968,32.33641558063276,35.25181065924757,-13.785159236751667,9.51886641405607,18.934833568541663,93.76022856569924,201.76000190888408,219.0
3,2026-05-28,LABORAL,27,133.1851851851852,48.167113927257546,31.53785853192428,31.21448827271493,-35.99042312981932,-1.2271981058850718,7.592655646926552,89.05160965174815,200.63732802992612,293.0
3,2026-05-29,LABORAL,27,135.74074074074073,51.89665576775405,35.929541073102335,35.586571493600886,-34.61295725047099,-2.7109966076675582,4.860727698399075,117.86922284198192,201.10215406713328,298.0
3,2026-05-30,SABADO,23,90.52173913043478,41.25965635042896,32.05868629180809,32.820841848762456,15.500867372788786,3.837317427794895,7.279972283545063,108.89753460933213,170.86701872681198,192.0
3,2026-05-31,DOMINGO,9,33.55555555555556,57.49945459000848,19.228564182221863,9.122301887616644,57.49945459000848,5.017857164102641,0.7314350145516298,132.73094067896477,57.75642702909499,38.0
3,2026-06-01,LABORAL,25,125.92,65.15016417615944,33.125060029272326,32.79793660032911,-50.10165492775941,14.149675008012744,19.4127620044586,100.8356184530492,206.1027332534144,194.0
3,2026-06-02,LABORAL,25,144.8,60.01007199092735,33.60942128730126,34.87291056861834,-44.34032229330112,3.697594201144239,2.479501682313592,68.99861523936748,182.03172464014472,221.0
3,2026-06-03,LABORAL,26,131.73076923076923,59.14278940616809,26.873378315848885,26.32968887951271,-53.65763859717639,1.914578422043158,11.560211184967716,88.9249999185084,188.53328355774917,282.0
3,2026-06-04,LABORAL,26,127.65384615384616,41.17577584452642,25.34266002595789,24.67468417554796,-23.342970141235103,6.452289105821371,15.422417014881002,93.3675963889278,194.5385554609382,235.0
3,2026-06-05,LABORAL,25,134.36,46.0057640763372,28.25083465714309,23.30469698676275,-28.350160434069515,4.002316731383249,12.383921322513029,124.43278149721758,169.7527710110915,288.0
3,2026-06-06,SABADO,24,93.04166666666669,37.33257352736485,24.422339840864783,19.645440589000373,11.644207085866508,-4.496367215704265,1.366220503530286,118.86200722934127,192.7719410890664,183.0
3,2026-06-07,DOMINGO,18,28.0,78.31450926310127,19.107188190662804,9.56179544932383,78.31450926310127,12.771144084374152,5.383872428263553,105.71913646726236,87.7873057354447,40.0
3,2026-06-08,FESTIVO_PUENTE,9,27.444444444444443,12.352999845151723,9.469409854511664,20.7164814382038,-10.407073218707628,-8.48730517569755,9.697962919685285,12.2095644360879,25.851274209284725,27.0
3,2026-06-09,LABORAL,26,141.84615384615384,125.99787496604812,30.21907131978844,29.817167198777188,-125.99787496604812,1.4667268831496318,0.862975878515363,23.615825491291456,207.8341286299516,298.0
3,2026-06-10,LABORAL,22,122.3181818181818,56.76534931095514,37.51865650921797,39.123371279490414,-25.774759462138658,15.189554803754516,27.65584034747793,77.59891732621769,199.52290714249511,273.0
