route,dia_op,tipo_dia,n,demanda_media,mae_cnn_lstm,sesgo_cnn_lstm,rango_pred_cnn_lstm,rango_real,mae_media,sesgo_media,celdas_sin_media,epocas,ejemplos_ajuste,segundos
3,2026-05-23,SABADO,25,86.72,26.27077211362879,-13.189115198969553,115.79236165366194,222.0,23.586043472444906,13.268827355228789,0,429,341,1.876044200034812
3,2026-05-24,DOMINGO,11,34.90909090909091,14.504231451441012,-3.9881526952530284,11.626004747014008,69.0,15.988037720453525,0.0564359888517946,0,462,341,1.9762363000772893
3,2026-05-25,LABORAL,28,139.32142857142858,41.25396468527618,4.3543582230041284,259.35059766173083,277.0,40.826967224547595,7.08684461070036,0,408,341,1.802817999967374
3,2026-05-26,LABORAL,27,145.66666666666666,29.01873001446732,-3.804793545470273,241.35061864599717,315.0,30.002598820571762,4.799442898278244,0,436,341,1.8849099000217393
3,2026-05-27,LABORAL,26,125.57692307692308,34.39616688161988,15.094622970769935,224.00842700785756,219.0,38.82747602818245,28.374164505680053,0,501,341,2.146669799927622
3,2026-05-28,LABORAL,27,133.1851851851852,43.93507349946563,-14.427884037785565,180.35639507557784,293.0,34.396810105185104,17.03807048744823,0,475,341,2.050699000013992
3,2026-05-29,LABORAL,27,135.74074074074073,35.7449332544504,-3.5492466929346698,213.6118425422386,298.0,36.77744593551078,14.455129558769572,0,294,341,1.280308699933812
3,2026-05-30,SABADO,23,90.52173913043478,33.65931619192587,7.853085170485594,162.75842876847855,192.0,33.0992553974368,14.49765500738983,0,225,341,0.9793078999500722
3,2026-05-31,DOMINGO,9,33.55555555555556,6.7606507809368885,-2.328886604957477,11.27678045399874,38.0,8.291752890817724,1.8110339365693582,0,320,341,1.3714054999873042
3,2026-06-01,LABORAL,25,125.92,36.95890258840667,24.239048285083772,234.30627197731494,194.0,39.06425370357769,29.253895572360133,0,203,341,0.8748734999680892
3,2026-06-02,LABORAL,25,144.8,43.85195097281108,-8.316863494663982,208.74918973170762,221.0,34.72483425889148,12.737610419119155,0,173,341,0.7512327999575064
3,2026-06-03,LABORAL,26,131.73076923076923,46.51734987008904,22.431507370994957,253.1174020000339,282.0,27.979463980985006,21.62864361484338,0,165,341,0.7563114000950009
3,2026-06-04,LABORAL,26,127.65384615384616,47.15643282569158,22.07047470066662,243.65341952486844,235.0,30.24903431198679,25.467982306073107,0,174,341,0.7869316999567673
3,2026-06-05,LABORAL,25,134.36,38.61846888192093,-9.502499776697915,192.06083526844992,288.0,28.531911822690816,22.497121255267704,0,150,340,0.6465583000099286
3,2026-06-06,SABADO,24,93.04166666666667,19.685863934388546,3.351382387946691,168.59896351710967,183.0,18.279633147734884,7.92087887649652,0,164,339,0.7142873000120744
3,2026-06-07,DOMINGO,18,28.0,12.329415008693243,7.293331570807847,40.05688699625652,40.0,10.746119578221702,6.58158966369179,0,124,339,0.5376652999548241
3,2026-06-08,FESTIVO_PUENTE,9,27.444444444444443,129.14172958999498,129.14172958999498,185.45152544311247,27.0,10.293430335097002,4.960097001763668,0,127,339,0.5643603000789881
3,2026-06-09,LABORAL,26,141.84615384615384,43.762540504914455,8.637218367671561,230.22901192470528,298.0,31.31804227191931,10.821795525126403,0,126,339,0.5381417999742553
3,2026-06-10,LABORAL,22,122.31818181818181,41.337811526952244,37.145828511601046,237.11845990280176,273.0,42.5580072229313,37.057087517780595,0,127,339,0.5707027999451384
