route,jornadas,mae_original_ponderado,mae_enmascarada_ponderado,mejora_mae_pct,jornadas_gana_enmascarada,aporte_relleno_loss_original_pct
1,66.0,27.375531809440915,29.015587598989722,-5.990954992089703,26.0,9.055183456227475
3,68.0,32.0410640017396,33.11834568134075,-3.3621907173327914,31.0,7.443151529137753
