route,dia_op,tipo_dia,regimen,semanas_entrenamiento,n,demanda_media,filas_ajuste,arboles,mae,sesgo
1,2026-04-14,LABORAL,ordinario,52,26,122.0,8517,289,32.35650898860051,12.790575174184946
1,2026-04-14,LABORAL,ordinario,999,26,122.0,17700,323,34.24577830387996,20.10266083937425
1,2026-04-15,LABORAL,ordinario,8,26,108.5,1006,265,29.202814248891976,11.557968433086689
1,2026-04-15,LABORAL,ordinario,13,26,108.5,1858,108,28.2635131249061,12.712666144737831
1,2026-04-15,LABORAL,ordinario,26,26,108.5,4018,98,27.9630854679988,12.341987022986778
1,2026-04-15,LABORAL,ordinario,52,26,108.5,8516,367,29.36642837524414,16.747814178466797
1,2026-04-15,LABORAL,ordinario,999,26,108.5,17726,228,35.2584967980018,23.12482452392578
1,2026-04-16,LABORAL,ordinario,8,25,115.88,1004,189,35.828793334960935,6.031698608398438
1,2026-04-16,LABORAL,ordinario,13,25,115.88,1856,201,34.33936096191406,4.565598754882813
1,2026-04-16,LABORAL,ordinario,26,25,115.88,4016,363,35.78419311523437,7.006780395507812
1,2026-04-16,LABORAL,ordinario,52,25,115.88,8514,206,38.56287139892578,12.144499206542969
1,2026-04-16,LABORAL,ordinario,999,25,115.88,17751,461,40.26332183837891,17.09222686767578
1,2026-04-17,LABORAL,ordinario,8,25,124.72,993,180,30.46528778076172,-5.695361633300781
1,2026-04-17,LABORAL,ordinario,13,25,124.72,1845,112,29.80975524902344,-3.6251434326171874
1,2026-04-17,LABORAL,ordinario,26,25,124.72,4005,361,29.31396484375,-1.991781005859375
1,2026-04-17,LABORAL,ordinario,52,25,124.72,8509,271,27.44388641357422,2.862404479980469
1,2026-04-17,LABORAL,ordinario,999,25,124.72,17766,478,28.921844177246093,9.444764709472656
1,2026-04-18,SABADO,ordinario,8,26,71.38461538461539,973,261,15.75863060584435,5.646386366624099
1,2026-04-18,SABADO,ordinario,13,26,71.38461538461539,1828,127,12.962335146390474,4.157221280611479
1,2026-04-18,SABADO,ordinario,26,26,71.38461538461539,3985,130,12.951852284944975,7.589805529667781
1,2026-04-18,SABADO,ordinario,52,26,71.38461538461539,8499,115,14.70367248241718,11.386396774878868
1,2026-04-18,SABADO,ordinario,999,26,71.38461538461539,17774,451,19.848596279437725,18.728494057288536
1,2026-04-19,DOMINGO,ordinario,8,13,30.615384615384617,971,263,12.911940207848183,-0.45893463721642125
1,2026-04-19,DOMINGO,ordinario,13,13,30.615384615384617,1823,164,11.474311388455904,0.10460560138408954
1,2026-04-19,DOMINGO,ordinario,26,13,30.615384615384617,3981,196,12.278662021343525,1.6994304656982422
1,2026-04-19,DOMINGO,ordinario,52,13,30.615384615384617,8496,141,11.751917178814228,1.480168709388146
1,2026-04-19,DOMINGO,ordinario,999,13,30.615384615384617,17796,273,12.170103219839243,2.7480665353628306
1,2026-04-20,LABORAL,ordinario,8,26,121.15384615384616,970,169,32.61443358201247,-6.044471447284405
1,2026-04-20,LABORAL,ordinario,13,26,121.15384615384616,1819,188,32.624964200533356,-1.1191717294546275
1,2026-04-20,LABORAL,ordinario,26,26,121.15384615384616,3970,144,31.743067814753605,1.9146100557767427
1,2026-04-20,LABORAL,ordinario,52,26,121.15384615384616,8488,165,32.203126467191254,9.639944516695463
1,2026-04-20,LABORAL,ordinario,999,26,121.15384615384616,17807,254,34.72449346689078,17.43373254629282
1,2026-04-21,LABORAL,ordinario,8,27,117.22222222222223,971,206,42.03965893498174,2.5135230311640986
1,2026-04-21,LABORAL,ordinario,13,27,117.22222222222223,1820,107,39.84427706400553,1.7488315017135054
1,2026-04-21,LABORAL,ordinario,26,27,117.22222222222223,3971,222,40.08966686107494,4.705496893988715
1,2026-04-21,LABORAL,ordinario,52,27,117.22222222222223,8488,224,41.140198177761505,12.519790225558811
1,2026-04-21,LABORAL,ordinario,999,27,117.22222222222223,17835,279,43.46103654084382,19.330061594645183
1,2026-04-22,LABORAL,ordinario,8,24,117.45833333333333,970,57,28.450713475545246,-2.429960250854492
1,2026-04-22,LABORAL,ordinario,13,24,117.45833333333333,1819,119,30.49975872039795,-2.8746468226114907
1,2026-04-22,LABORAL,ordinario,26,24,117.45833333333333,3970,161,28.938629150390625,-2.8901487986246743
1,2026-04-22,LABORAL,ordinario,52,24,117.45833333333333,8487,170,30.337834040323894,5.887384414672852
1,2026-04-22,LABORAL,ordinario,999,24,117.45833333333333,17861,359,32.352990786234535,11.697494824727377
1,2026-04-23,LABORAL,ordinario,8,23,99.08695652173913,969,57,28.209119050399117,22.82719089673913
1,2026-04-23,LABORAL,ordinario,13,23,99.08695652173913,1818,81,27.25669230585513,21.26266844376274
1,2026-04-23,LABORAL,ordinario,26,23,99.08695652173913,3970,132,29.14167652959409,23.12413489300272
1,2026-04-23,LABORAL,ordinario,52,23,99.08695652173913,8486,118,33.42098368769107,28.310749551524285
1,2026-04-23,LABORAL,ordinario,999,23,99.08695652173913,17887,325,39.025626141092054,34.606536201808765
1,2026-04-24,LABORAL,ordinario,8,25,120.68,970,73,20.868710327148438,0.2024566650390625
1,2026-04-24,LABORAL,ordinario,13,25,120.68,1818,63,19.818258972167968,2.811562194824219
1,2026-04-24,LABORAL,ordinario,26,25,120.68,3971,164,22.31663818359375,2.393424072265625
1,2026-04-24,LABORAL,ordinario,52,25,120.68,8486,123,22.550969543457033,7.879602355957031
1,2026-04-24,LABORAL,ordinario,999,25,120.68,17914,227,24.690482177734374,13.360475463867187
1,2026-04-25,SABADO,ordinario,8,26,73.23076923076923,969,55,26.722555747398964,4.710477828979492
1,2026-04-25,SABADO,ordinario,13,26,73.23076923076923,1817,99,23.21968885568472,3.7978458404541016
1,2026-04-25,SABADO,ordinario,26,26,73.23076923076923,3970,102,24.107362747192383,6.261719483595628
1,2026-04-25,SABADO,ordinario,52,26,73.23076923076923,8485,99,26.04554865910457,10.780929858867939
1,2026-04-25,SABADO,ordinario,999,26,73.23076923076923,17940,211,25.969452711252067,13.465225146367
1,2026-04-26,DOMINGO,ordinario,8,9,28.0,969,66,13.176239013671875,8.467395358615452
1,2026-04-26,DOMINGO,ordinario,13,9,28.0,1817,63,11.158973693847656,6.914835611979167
1,2026-04-26,DOMINGO,ordinario,26,9,28.0,3970,133,10.744299782647026,5.706657197740343
1,2026-04-26,DOMINGO,ordinario,52,9,28.0,8482,153,10.974022759331596,5.947959899902344
1,2026-04-26,DOMINGO,ordinario,999,9,28.0,17964,267,11.470942179361979,6.471612718370226
1,2026-04-27,LABORAL,ordinario,8,27,111.0,965,59,28.78361737286603,2.4475617585358798
1,2026-04-27,LABORAL,ordinario,13,27,111.0,1814,71,28.648822077998407,4.765218381528501
1,2026-04-27,LABORAL,ordinario,26,27,111.0,3963,115,29.69615293432165,9.297219806247288
1,2026-04-27,LABORAL,ordinario,52,27,111.0,8479,189,32.577554844043874,15.82555467111093
1,2026-04-27,LABORAL,ordinario,999,27,111.0,17972,234,34.806388431125214,23.167897683602792
1,2026-04-28,LABORAL,ordinario,8,26,125.84615384615384,966,60,29.644231942983772,-3.1192462627704325
1,2026-04-28,LABORAL,ordinario,13,26,125.84615384615384,1814,96,31.132777727567234,-1.6902030064509466
1,2026-04-28,LABORAL,ordinario,26,26,125.84615384615384,3962,105,31.744790150569035,-1.7541094559889574
1,2026-04-28,LABORAL,ordinario,52,26,125.84615384615384,8478,150,30.389855018028847,5.771153963529146
1,2026-04-28,LABORAL,ordinario,999,26,125.84615384615384,17999,214,33.727887226985054,13.109589650080753
1,2026-04-29,LABORAL,ordinario,8,26,118.76923076923077,966,75,22.99983919583834,-0.6770430344801682
1,2026-04-29,LABORAL,ordinario,13,26,118.76923076923077,1814,75,22.87877655029297,-1.3464449368990385
1,2026-04-29,LABORAL,ordinario,26,26,118.76923076923077,3962,106,22.33395297710712,-1.4373171879695013
1,2026-04-29,LABORAL,ordinario,52,26,118.76923076923077,8476,91,22.866796640249397,6.508429894080529
1,2026-04-29,LABORAL,ordinario,999,26,118.76923076923077,18025,208,24.03952143742488,12.56705826979417
1,2026-04-30,LABORAL,ordinario,8,25,129.48,966,72,44.2713134765625,-13.738054809570313
1,2026-04-30,LABORAL,ordinario,13,25,129.48,1813,85,43.83901275634766,-13.578746643066406
1,2026-04-30,LABORAL,ordinario,26,25,129.48,3962,73,43.88060272216797,-13.168241271972656
1,2026-04-30,LABORAL,ordinario,52,25,129.48,8474,62,42.30765930175781,-6.141221923828125
1,2026-04-30,LABORAL,ordinario,999,25,129.48,18051,169,41.80947814941406,0.0180535888671875
1,2026-05-01,FESTIVO,raro,8,17,36.705882352941174,964,69,11.559911727905273,-5.046881170833812
1,2026-05-01,FESTIVO,raro,13,17,36.705882352941174,1812,75,12.791490218218636,-5.97672383925494
1,2026-05-01,FESTIVO,raro,26,17,36.705882352941174,3960,114,11.921535828534294,-7.401121588314281
1,2026-05-01,FESTIVO,raro,52,17,36.705882352941174,8483,79,12.03707919401281,-2.221905091229607
1,2026-05-01,FESTIVO,raro,999,17,36.705882352941174,18076,302,14.258632323321175,-1.8683818368350757
1,2026-05-02,SABADO,ordinario,8,26,73.07692307692308,962,63,23.90100259047288,-4.453796826876127
1,2026-05-02,SABADO,ordinario,13,26,73.07692307692308,1811,100,20.72544875511756,-5.282604657686674
1,2026-05-02,SABADO,ordinario,26,26,73.07692307692308,3958,110,20.328111941997822,-3.1513761373666616
1,2026-05-02,SABADO,ordinario,52,26,73.07692307692308,8481,137,19.797200423020584,6.781063373272236
1,2026-05-02,SABADO,ordinario,999,26,73.07692307692308,18101,183,23.50398489145132,13.338314643272987
1,2026-05-04,LABORAL,ordinario,8,27,119.29629629629629,969,95,28.025042286625617,-5.25674530311867
1,2026-05-04,LABORAL,ordinario,13,27,119.29629629629629,1811,67,28.3596002790663,-3.142311308119032
1,2026-05-04,LABORAL,ordinario,26,27,119.29629629629629,3952,102,28.09945629261158,1.2607343461778429
1,2026-05-04,LABORAL,ordinario,52,27,119.29629629629629,8479,96,28.55358632405599,6.174524095323351
1,2026-05-04,LABORAL,ordinario,999,27,119.29629629629629,18140,153,29.487638968008536,13.925748189290365
1,2026-05-05,LABORAL,ordinario,8,25,133.96,968,77,33.96753479003906,-11.0553173828125
1,2026-05-05,LABORAL,ordinario,13,25,133.96,1810,72,33.20476150512695,-8.203729095458984
1,2026-05-05,LABORAL,ordinario,26,25,133.96,3959,92,34.44357727050781,-6.44193115234375
1,2026-05-05,LABORAL,ordinario,52,25,133.96,8477,134,32.39961547851563,1.135594482421875
1,2026-05-05,LABORAL,ordinario,999,25,133.96,18166,168,34.95251983642578,6.477322082519532
1,2026-05-06,LABORAL,ordinario,8,25,107.6,969,74,33.114505004882815,10.256137084960937
1,2026-05-06,LABORAL,ordinario,13,25,107.6,1811,68,33.54098358154297,12.054956970214844
1,2026-05-06,LABORAL,ordinario,26,25,107.6,3959,90,34.20475830078125,12.435069580078125
1,2026-05-06,LABORAL,ordinario,52,25,107.6,8477,125,35.51891876220703,16.118729553222657
1,2026-05-06,LABORAL,ordinario,999,25,107.6,18193,155,38.519095764160156,23.421324768066405
1,2026-05-07,LABORAL,ordinario,8,27,114.14814814814815,967,83,24.051230395281756,4.178594094735605
1,2026-05-07,LABORAL,ordinario,13,27,114.14814814814815,1809,77,22.83534445586028,2.7829021171287254
1,2026-05-07,LABORAL,ordinario,26,27,114.14814814814815,3956,150,25.372428399545175,6.668492847018772
1,2026-05-07,LABORAL,ordinario,52,27,114.14814814814815,8473,147,24.997939780906396,10.055918093080875
1,2026-05-07,LABORAL,ordinario,999,27,114.14814814814815,18217,184,28.666210739700883,17.67674834639938
1,2026-05-08,LABORAL,ordinario,8,26,116.5,964,123,35.39225592980018,-1.7792070828951323
1,2026-05-08,LABORAL,ordinario,13,26,116.5,1805,107,33.86909514207106,-1.971909449650691
1,2026-05-08,LABORAL,ordinario,26,26,116.5,3954,75,33.340061774620644,-4.586485349214994
1,2026-05-08,LABORAL,ordinario,52,26,116.5,8469,96,33.06751221876878,1.6385765075683594
1,2026-05-08,LABORAL,ordinario,999,26,116.5,18240,147,34.234005854679985,12.332410959097055
1,2026-05-09,SABADO,ordinario,8,25,75.8,963,69,27.31879425048828,2.9737008666992186
1,2026-05-09,SABADO,ordinario,13,25,75.8,1804,65,26.919227752685547,5.002184906005859
1,2026-05-09,SABADO,ordinario,26,25,75.8,3953,82,26.931250915527343,6.328652038574218
1,2026-05-09,SABADO,ordinario,52,25,75.8,8466,116,26.91020797729492,8.844056854248047
1,2026-05-09,SABADO,ordinario,999,25,75.8,18265,136,29.08244934082031,14.898992309570312
1,2026-05-10,DOMINGO,ordinario,8,10,37.2,963,81,10.274815368652344,-5.293400573730469
1,2026-05-10,DOMINGO,ordinario,13,10,37.2,1808,84,9.459735870361328,-3.715987777709961
1,2026-05-10,DOMINGO,ordinario,26,10,37.2,3955,81,10.719179916381837,-1.9921932220458984
1,2026-05-10,DOMINGO,ordinario,52,10,37.2,8465,101,10.206483459472656,-1.6041038513183594
1,2026-05-10,DOMINGO,ordinario,999,10,37.2,18291,166,10.039384651184083,-2.313241386413574
1,2026-05-11,LABORAL,ordinario,8,26,105.57692307692308,957,95,32.85520245478703,14.843288861788237
1,2026-05-11,LABORAL,ordinario,13,26,105.57692307692308,1802,90,32.10740881699782,16.609316165630634
1,2026-05-11,LABORAL,ordinario,26,26,105.57692307692308,3948,76,33.362352224496696,19.40838857797476
1,2026-05-11,LABORAL,ordinario,52,26,105.57692307692308,8457,98,36.08185577392578,24.90838329608624
1,2026-05-11,LABORAL,ordinario,999,26,105.57692307692308,18300,188,42.44566902747521,32.97058193500225
1,2026-05-12,LABORAL,ordinario,8,26,116.46153846153847,958,73,23.886517744797928,5.962021167461689
1,2026-05-12,LABORAL,ordinario,13,26,116.46153846153847,1802,120,22.627122438870945,8.997293619009165
1,2026-05-12,LABORAL,ordinario,26,26,116.46153846153847,3949,75,25.404410435603214,10.96487045288086
1,2026-05-12,LABORAL,ordinario,52,26,116.46153846153847,8457,106,25.900930257943962,16.55234615619366
1,2026-05-12,LABORAL,ordinario,999,26,116.46153846153847,18327,429,28.757859743558445,24.52244127713717
1,2026-05-13,LABORAL,ordinario,8,26,116.11538461538461,958,69,34.87080471332256,1.6793427100548377
1,2026-05-13,LABORAL,ordinario,13,26,116.11538461538461,1801,60,34.49980897169847,3.569629669189453
1,2026-05-13,LABORAL,ordinario,26,26,116.11538461538461,3947,82,35.41085492647611,4.0571597172663765
1,2026-05-13,LABORAL,ordinario,52,26,116.11538461538461,8456,228,34.556059030386116,6.947413517878606
1,2026-05-13,LABORAL,ordinario,999,26,116.11538461538461,18353,249,35.33848982590895,13.622415395883413
1,2026-05-14,LABORAL,ordinario,8,27,110.18518518518519,958,64,20.163866255018448,1.9829964814362702
1,2026-05-14,LABORAL,ordinario,13,27,110.18518518518519,1801,86,19.13940825285735,6.66625580964265
1,2026-05-14,LABORAL,ordinario,26,27,110.18518518518519,3946,101,18.582354227701824,6.646634419759114
1,2026-05-14,LABORAL,ordinario,52,27,110.18518518518519,8455,110,21.282238147876882,12.474555404097945
1,2026-05-14,LABORAL,ordinario,999,27,110.18518518518519,18379,416,24.31485833062066,17.50916035970052
1,2026-05-15,LABORAL,ordinario,8,26,121.03846153846153,957,66,25.67402032705454,-3.4814866872934194
1,2026-05-15,LABORAL,ordinario,13,26,121.03846153846153,1800,72,25.82292967576247,-0.7386131286621094
1,2026-05-15,LABORAL,ordinario,26,26,121.03846153846153,3946,92,26.702124669001652,0.16071231548602766
1,2026-05-15,LABORAL,ordinario,52,26,121.03846153846153,8453,91,27.033611884483925,4.992291670579177
1,2026-05-15,LABORAL,ordinario,999,26,121.03846153846153,18404,247,30.745042360745945,12.169210287240835
1,2026-05-16,SABADO,ordinario,8,25,80.2,947,189,33.264603729248044,1.4876966857910157
1,2026-05-16,SABADO,ordinario,13,25,80.2,1790,155,28.358202819824218,1.2923312377929688
1,2026-05-16,SABADO,ordinario,26,25,80.2,3936,83,30.755929260253907,3.9209225463867186
1,2026-05-16,SABADO,ordinario,52,25,80.2,8442,63,30.282214050292968,6.927729187011718
1,2026-05-16,SABADO,ordinario,999,25,80.2,18421,227,30.032327423095705,10.157824249267579
1,2026-05-17,DOMINGO,ordinario,8,8,31.25,948,232,10.199376106262207,0.945399284362793
1,2026-05-17,DOMINGO,ordinario,13,8,31.25,1791,184,10.702413558959961,2.714254379272461
1,2026-05-17,DOMINGO,ordinario,26,8,31.25,3937,67,11.26635217666626,4.914889812469482
1,2026-05-17,DOMINGO,ordinario,52,8,31.25,8441,110,10.33960223197937,2.99363112449646
1,2026-05-17,DOMINGO,ordinario,999,8,31.25,18447,236,11.24297022819519,5.23832106590271
1,2026-05-18,FESTIVO_PUENTE,raro,8,13,28.615384615384617,938,79,10.314191524799053,3.1638434483454776
1,2026-05-18,FESTIVO_PUENTE,raro,13,13,28.615384615384617,1786,155,9.982080753032978,-1.6966363466702974
1,2026-05-18,FESTIVO_PUENTE,raro,26,13,28.615384615384617,3927,50,14.929127913254957,11.827169271615835
1,2026-05-18,FESTIVO_PUENTE,raro,52,13,28.615384615384617,8428,59,13.343855197613056,8.629043725820688
1,2026-05-18,FESTIVO_PUENTE,raro,999,13,28.615384615384617,18453,187,10.983200366680439,0.9070211557241586
1,2026-05-19,LABORAL,ordinario,8,26,127.07692307692308,948,105,27.1665279681866,-8.652744586651142
1,2026-05-19,LABORAL,ordinario,13,26,127.07692307692308,1787,181,27.632208310640774,-6.347782135009766
1,2026-05-19,LABORAL,ordinario,26,26,127.07692307692308,3937,74,27.52092508169321,-2.9920308039738583
1,2026-05-19,LABORAL,ordinario,52,26,127.07692307692308,8427,153,28.683638939490685,6.038372920109675
1,2026-05-19,LABORAL,ordinario,999,26,127.07692307692308,18480,227,31.65385290292593,15.682520059438852
1,2026-05-20,LABORAL,ordinario,8,26,117.03846153846153,947,171,34.001972491924576,1.4151576115534856
1,2026-05-20,LABORAL,ordinario,13,26,117.03846153846153,1785,218,34.88777013925406,4.114788642296424
1,2026-05-20,LABORAL,ordinario,26,26,117.03846153846153,3936,155,34.51458329420824,3.9441275963416467
1,2026-05-20,LABORAL,ordinario,52,26,117.03846153846153,8425,67,36.760409135084885,10.803362039419321
1,2026-05-20,LABORAL,ordinario,999,26,117.03846153846153,18505,140,39.98679557213416,15.890819549560547
1,2026-05-22,LABORAL,ordinario,8,26,108.42307692307692,947,154,26.973350231464092,4.757836855374849
1,2026-05-22,LABORAL,ordinario,13,26,108.42307692307692,1784,234,27.493221576397236,6.41966306246244
1,2026-05-22,LABORAL,ordinario,26,26,108.42307692307692,3935,90,26.78032537607046,7.287593254676232
1,2026-05-22,LABORAL,ordinario,52,26,108.42307692307692,8423,74,29.028929490309494,14.548689622145433
1,2026-05-22,LABORAL,ordinario,999,26,108.42307692307692,18557,141,31.066215221698467,19.18797331589919
1,2026-05-23,SABADO,ordinario,8,23,79.95652173913044,946,111,29.815577133842137,-19.82791220623514
1,2026-05-23,SABADO,ordinario,13,23,79.95652173913044,1782,361,30.664097163988195,-19.98433602374533
1,2026-05-23,SABADO,ordinario,26,23,79.95652173913044,3935,209,25.731693765391473,-6.518400441045347
1,2026-05-23,SABADO,ordinario,52,23,79.95652173913044,8422,100,24.581736025602922,-1.5668859067170515
1,2026-05-23,SABADO,ordinario,999,23,79.95652173913044,18583,170,22.41654520449431,-0.11016928631326427
1,2026-05-24,DOMINGO,ordinario,8,12,27.583333333333332,946,184,10.035166422526041,1.299417495727539
1,2026-05-24,DOMINGO,ordinario,13,12,27.583333333333332,1783,587,10.041094144185385,3.022308349609375
1,2026-05-24,DOMINGO,ordinario,26,12,27.583333333333332,3937,287,10.09627374013265,5.236737887064616
1,2026-05-24,DOMINGO,ordinario,52,12,27.583333333333332,8421,269,9.090174674987793,5.938034375508626
1,2026-05-24,DOMINGO,ordinario,999,12,27.583333333333332,18608,335,9.240237871805826,6.160297711690267
1,2026-05-25,LABORAL,ordinario,8,27,114.37037037037037,944,129,30.634632958306206,-7.138454437255859
1,2026-05-25,LABORAL,ordinario,13,27,114.37037037037037,1781,228,30.96601097672074,-8.70269231443052
1,2026-05-25,LABORAL,ordinario,26,27,114.37037037037037,3935,206,31.029629318802446,-4.061707814534505
1,2026-05-25,LABORAL,ordinario,52,27,114.37037037037037,8413,71,30.079333552607782,5.246391296386719
1,2026-05-25,LABORAL,ordinario,999,27,114.37037037037037,18618,148,32.675482008192276,17.781283060709637
1,2026-05-26,LABORAL,ordinario,8,26,121.76923076923077,944,138,29.03764871450571,0.6162103506234976
1,2026-05-26,LABORAL,ordinario,13,26,121.76923076923077,1780,453,28.821186065673828,2.3408569922814
1,2026-05-26,LABORAL,ordinario,26,26,121.76923076923077,3935,268,32.08666904156025,4.864334986760066
1,2026-05-26,LABORAL,ordinario,52,26,121.76923076923077,8412,114,30.798351287841797,10.419195028451773
1,2026-05-26,LABORAL,ordinario,999,26,121.76923076923077,18644,124,33.06077810434195,17.62068293644832
1,2026-05-27,LABORAL,ordinario,8,25,116.16,944,92,33.60944702148438,-4.359618530273438
1,2026-05-27,LABORAL,ordinario,13,25,116.16,1779,189,32.21511672973633,1.510603485107422
1,2026-05-27,LABORAL,ordinario,26,25,116.16,3934,173,31.807120819091796,0.3618171691894531
1,2026-05-27,LABORAL,ordinario,52,25,116.16,8410,84,32.51368255615235,8.432846984863282
1,2026-05-27,LABORAL,ordinario,999,25,116.16,18670,122,36.158685302734376,14.733082275390625
1,2026-05-28,LABORAL,ordinario,8,26,112.3076923076923,945,109,30.227604205791767,1.6496353149414062
1,2026-05-28,LABORAL,ordinario,13,26,112.3076923076923,1778,99,30.81134209266076,-0.2503474308894231
1,2026-05-28,LABORAL,ordinario,26,26,112.3076923076923,3934,116,30.929545916043796,-1.7983370560866137
1,2026-05-28,LABORAL,ordinario,52,26,112.3076923076923,8410,107,30.816500150240383,7.26603757418119
1,2026-05-28,LABORAL,ordinario,999,26,112.3076923076923,18696,138,35.082915379450874,22.456957010122444
1,2026-05-29,LABORAL,ordinario,8,26,114.88461538461539,957,95,22.677484072171726,-4.789119133582482
1,2026-05-29,LABORAL,ordinario,13,26,114.88461538461539,1779,124,22.007657124445988,2.585995160616361
1,2026-05-29,LABORAL,ordinario,26,26,114.88461538461539,3935,156,23.543555333064152,3.7813799931452823
1,2026-05-29,LABORAL,ordinario,52,26,114.88461538461539,8411,85,25.129340245173527,9.73943358201247
1,2026-05-29,LABORAL,ordinario,999,26,114.88461538461539,18723,112,29.537205329308144,14.829044928917519
1,2026-05-30,SABADO,ordinario,8,23,73.34782608695652,975,70,25.342312356700067,10.23216380243716
1,2026-05-30,SABADO,ordinario,13,23,73.34782608695652,1778,104,23.385967586351477,6.958719834037449
1,2026-05-30,SABADO,ordinario,26,23,73.34782608695652,3935,107,23.746379520582117,9.284259796142578
1,2026-05-30,SABADO,ordinario,52,23,73.34782608695652,8410,86,25.58291659147843,14.743852366571842
1,2026-05-30,SABADO,ordinario,999,23,73.34782608695652,18749,122,30.53844684103261,21.050686380137567
1,2026-05-31,DOMINGO,ordinario,8,9,43.111111111111114,978,73,16.310219234890408,-7.153177897135417
1,2026-05-31,DOMINGO,ordinario,13,9,43.111111111111114,1779,66,18.865624533759224,-10.04861471388075
1,2026-05-31,DOMINGO,ordinario,26,9,43.111111111111114,3937,111,19.989999135335285,-8.512778811984592
1,2026-05-31,DOMINGO,ordinario,52,9,43.111111111111114,8409,82,16.32139566209581,-8.4785828060574
1,2026-05-31,DOMINGO,ordinario,999,9,43.111111111111114,18774,109,17.851930406358505,-8.479913499620226
1,2026-06-01,LABORAL,ordinario,8,25,114.4,975,96,31.441101684570313,2.5474066162109374
1,2026-06-01,LABORAL,ordinario,13,25,114.4,1775,93,31.792729797363283,6.078838806152344
1,2026-06-01,LABORAL,ordinario,26,25,114.4,3930,120,31.99670379638672,7.271853332519531
1,2026-06-01,LABORAL,ordinario,52,25,114.4,8397,81,33.02550170898437,14.073749389648437
1,2026-06-01,LABORAL,ordinario,999,25,114.4,18782,122,35.74013610839844,23.424896240234375
1,2026-06-02,LABORAL,ordinario,8,26,118.26923076923077,960,45,32.680648216834435,-2.213498042179988
1,2026-06-02,LABORAL,ordinario,13,26,118.26923076923077,1762,69,32.861085158128006,1.089800321138822
1,2026-06-02,LABORAL,ordinario,26,26,118.26923076923077,3916,73,33.45497395442082,0.6598408038799579
1,2026-06-02,LABORAL,ordinario,52,26,118.26923076923077,8391,92,32.89305026714619,9.621975531944862
1,2026-06-02,LABORAL,ordinario,999,26,118.26923076923077,18795,149,35.22399168748122,17.845411740816555
1,2026-06-03,LABORAL,ordinario,8,25,113.84,960,56,23.118568420410156,3.0882247924804687
1,2026-06-03,LABORAL,ordinario,13,25,113.84,1762,76,25.047277526855467,4.997752380371094
1,2026-06-03,LABORAL,ordinario,26,25,113.84,3916,117,23.44201843261719,4.1907720947265625
1,2026-06-03,LABORAL,ordinario,52,25,113.84,8390,102,26.55941162109375,12.31177978515625
1,2026-06-03,LABORAL,ordinario,999,25,113.84,18821,172,30.04367889404297,17.582801818847656
1,2026-06-04,LABORAL,ordinario,8,26,103.57692307692308,960,114,25.44084959763747,8.501917618971605
1,2026-06-04,LABORAL,ordinario,13,26,103.57692307692308,1762,72,24.14298703120305,9.940887891329252
1,2026-06-04,LABORAL,ordinario,26,26,103.57692307692308,3916,85,24.183473587036133,10.64156121474046
1,2026-06-04,LABORAL,ordinario,52,26,103.57692307692308,8388,128,28.003128345196064,19.80412791325496
1,2026-06-04,LABORAL,ordinario,999,26,103.57692307692308,18847,199,31.965743431678185,25.122698857234074
1,2026-06-05,LABORAL,ordinario,8,26,114.57692307692308,933,59,27.89751434326172,-2.9630702092097354
1,2026-06-05,LABORAL,ordinario,13,26,114.57692307692308,1735,58,27.969545511099007,-0.42388123732346755
1,2026-06-05,LABORAL,ordinario,26,26,114.57692307692308,3889,76,28.425165323110726,1.0210609436035156
1,2026-06-05,LABORAL,ordinario,52,26,114.57692307692308,8361,107,29.135240114652195,8.326982644888071
1,2026-06-05,LABORAL,ordinario,999,26,114.57692307692308,18847,199,31.844773806058445,13.28427270742563
1,2026-06-06,SABADO,ordinario,8,21,84.80952380952381,933,75,29.23347654796782,-1.461102803548177
1,2026-06-06,SABADO,ordinario,13,21,84.80952380952381,1734,55,27.937996273949032,1.1667654854910714
1,2026-06-06,SABADO,ordinario,26,21,84.80952380952381,3888,108,29.389569055466424,-1.6444947378976005
1,2026-06-06,SABADO,ordinario,52,21,84.80952380952381,8360,109,29.041457948230562,2.2188119434175038
1,2026-06-06,SABADO,ordinario,999,21,84.80952380952381,18873,151,29.204891386486235,6.786869594029018
1,2026-06-07,DOMINGO,ordinario,8,17,29.647058823529413,932,68,10.548807480755974,7.407035603242762
