route,dia_op,tipo_dia,regimen,semanas_entrenamiento,n,demanda_media,filas_ajuste,arboles,mae,sesgo
1,2026-04-09,LABORAL,ordinario,13,27,115.51851851851852,1849,127,29.24582650926378,-13.603681423045971
1,2026-04-09,LABORAL,ordinario,26,27,115.51851851851852,4014,103,28.57037848013419,-6.066918690999349
1,2026-04-09,LABORAL,ordinario,52,27,115.51851851851852,8532,187,28.74109395345052,5.110267921730324
1,2026-04-09,LABORAL,ordinario,999,27,115.51851851851852,17584,192,31.40123649879738,15.764781104193794
1,2026-04-10,LABORAL,ordinario,8,26,128.07692307692307,1006,263,36.943705778855545,-32.05010648874136
1,2026-04-10,LABORAL,ordinario,13,26,128.07692307692307,1849,127,31.943014585054836,-18.229981935941257
1,2026-04-10,LABORAL,ordinario,26,26,128.07692307692307,4014,113,29.890554428100586,-15.584076661330004
1,2026-04-10,LABORAL,ordinario,52,26,128.07692307692307,8531,210,28.72563200730544,-2.789918459378756
1,2026-04-10,LABORAL,ordinario,999,26,128.07692307692307,17610,221,30.77417285625751,8.499725928673378
1,2026-04-11,SABADO,ordinario,8,24,77.25,1006,162,20.88434902826945,-4.5423611005147295
1,2026-04-11,SABADO,ordinario,13,24,77.25,1849,108,22.038061141967773,-1.6696926752726238
1,2026-04-11,SABADO,ordinario,26,24,77.25,4015,204,21.890669345855713,0.3515273729960124
1,2026-04-11,SABADO,ordinario,52,24,77.25,8530,222,22.633801698684692,6.034110943476359
1,2026-04-11,SABADO,ordinario,999,24,77.25,17637,285,24.196613947550457,10.452396392822266
1,2026-04-12,DOMINGO,ordinario,8,8,30.375,1006,143,6.195991277694702,-0.34741997718811035
1,2026-04-12,DOMINGO,ordinario,13,8,30.375,1848,124,5.633589744567871,0.5179014205932617
1,2026-04-12,DOMINGO,ordinario,26,8,30.375,4014,115,6.410048007965088,4.124640464782715
1,2026-04-12,DOMINGO,ordinario,52,8,30.375,8528,303,4.839155197143555,2.5852155685424805
1,2026-04-12,DOMINGO,ordinario,999,8,30.375,17662,308,5.868486404418945,3.93839168548584
1,2026-04-13,LABORAL,ordinario,8,27,118.03703703703704,1007,248,33.561662179452405,0.640986407244647
1,2026-04-13,LABORAL,ordinario,13,27,118.03703703703704,1844,310,31.344847643816912,1.6430190757468894
1,2026-04-13,LABORAL,ordinario,26,27,118.03703703703704,4008,103,29.783572938707138,3.2202110996952764
1,2026-04-13,LABORAL,ordinario,52,27,118.03703703703704,8519,124,30.198142298945672,10.99504894680447
1,2026-04-13,LABORAL,ordinario,999,27,118.03703703703704,17674,209,32.925085844816984,18.19102449770327
1,2026-04-14,LABORAL,ordinario,8,26,122.0,1007,411,33.85340250455416,7.463099112877479
1,2026-04-14,LABORAL,ordinario,13,26,122.0,1858,126,27.620042360745945,4.793749589186448
1,2026-04-14,LABORAL,ordinario,26,26,122.0,4019,165,31.01583510178786,7.081871032714844
